Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,gene,chr,start,end,gene_symbol,mean_rd,gc_content,complexity,cds_len,gene_length,num_targ,segdups,dip,del,dup,del.sing,dup.sing,del.sing.score,dup.sing.score,del.score,dup.score,cnv.score,flag,CNV,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000156239,48.0,48,21,30244513,30257693,-1,ENSG00000156239.7,21,30244513,30257693,N6AMT1,89.071649682712,0.476902647154333,113.5,681,13180,6,0,59214,1,8,0,5,0.393317621270577,-2.66048828397556,0.16540802678962,-1.0600295789492902,-0.7184703374185669,0,Y,1.0,N
ENSG00000196547,48.0,48,15,91445448,91465814,1,ENSG00000196547.10,15,91445448,91465814,MAN2A2,78.4568345919175,0.585471126440468,170.545454545455,3752,20366,22,1,59166,0,3,0,1,1.18270023913509,0.43030367504483497,1.3563358557079,0.6230490537798629,0.9880336197382428,0,Y,1.0,N
ENSG00000107104,46.0,48,9,470291,746105,1,ENSG00000107104.14,9,470291,746105,KANK1,91.12364339282352,0.501748397980367,387.36363636363603,4261,275814,11,0,58884,5,31,4,11,-2.3994851686640897,-2.87279498102368,-1.37548915398183,-2.53125239294469,-2.47162789907313,0,Y,0.9583333333333334,N
ENSG00000134030,48.0,48,18,46065417,46389588,1,ENSG00000134030.9,18,46065417,46389588,CTIF,97.2273325728124,0.595367051015097,182.54545454545502,2008,324171,11,0,59031,0,4,0,3,0.919331374347636,-1.06281766131046,0.93857224636269,-0.0781222040409503,0.309799722814534,0,Y,1.0,Y
ENSG00000132950,48.0,48,13,20397622,20437776,-1,ENSG00000132950.14,13,20397622,20437776,ZMYM5,108.024489109307,0.385423394423192,277.8,1389,40154,5,1,59148,3,397,2,355,-0.8682167388997271,-2.87279498102368,-0.0584938793699959,-2.53125239294469,-2.47162789907313,1,Y,1.0,Y
ENSG00000198862,45.0,48,21,30300466,30365270,-1,ENSG00000198862.9,21,30300466,30365270,LTN1,81.35584594385979,0.39654181143538497,187.333333333333,5620,64804,30,0,58958,2,3,2,0,-0.10437032423291903,1.6011326514134698,0.410172078918332,0.580978806344735,0.605584368275239,0,Y,0.9375,N
ENSG00000182636,46.0,48,15,23930565,23932450,-1,ENSG00000182636.4,15,23930565,23932450,NDN,48.844483335239104,0.6413155190133609,972.0,972,1885,1,0,59293,0,0,0,0,-0.525031361647783,-0.407425698575468,-0.0522739043805353,0.331001753343709,0.330868611779845,0,N,0.9583333333333334,N
ENSG00000136930,48.0,48,9,127115745,127177723,-1,ENSG00000136930.8,9,127115745,127177723,PSMB7,55.674396374850595,0.489035637306544,108.11111111111099,973,61978,9,0,59002,0,2,0,0,0.21467895182671495,0.348805772539574,0.4533326802124871,0.131348053458388,0.34119040365958003,0,Y,1.0,Y
ENSG00000187446,48.0,48,15,41523037,41574043,1,ENSG00000187446.7,15,41523037,41574043,CHP1,71.0636409501479,0.491326341059057,90.0,630,51006,7,0,59039,0,0,0,0,0.271703362418692,0.361381441685548,0.534863627705748,0.880378342922158,1.00736275158559,0,N,1.0,Y
ENSG00000149634,47.0,48,20,44515128,44516274,-1,ENSG00000149634.4,20,44515128,44516274,SPATA25,95.39305796935741,0.5990819638871979,348.0,696,1146,2,0,59141,10,4,0,0,0.142542752557842,0.11956231799108198,-2.62354415217069,-0.38932491153510496,-1.4856082163171398,0,Y,0.9791666666666666,N
ENSG00000124257,47.0,48,20,44517264,44519926,-1,ENSG00000124257.6,20,44517264,44519926,NEURL2,50.6723551480678,0.6040844582900661,441.0,882,2662,2,0,59115,4,1,0,0,-0.382406626146898,-0.273786590832064,-1.70526379278426,0.117928279242918,-0.730936120224239,0,Y,0.9791666666666666,N
ENSG00000104147,44.0,48,15,41601466,41624819,-1,ENSG00000104147.4,15,41601466,41624819,OIP5,68.3064834781613,0.475691440847865,144.0,720,23353,5,0,59066,0,1,0,1,0.0878290731335702,-0.6188954235318199,0.42301522636823,0.40609505833344,0.575028728628615,0,Y,0.9166666666666666,N
ENSG00000156253,48.0,48,21,30376705,30391699,-1,ENSG00000156253.2,21,30376705,30391699,RWDD2B,68.0368529327688,0.455413053231235,198.0,990,14994,5,0,59021,0,2,0,0,0.0753360811448,0.136558918973129,0.4227526272582861,0.0661629900031456,0.29067444468249704,0,Y,1.0,Y
ENSG00000101665,43.0,48,18,46446223,46477081,-1,ENSG00000101665.4,18,46446223,46477081,SMAD7,72.136063914933,0.518355051141936,262.33333333333303,787,30858,3,0,59012,0,0,0,0,-0.0704821822100308,0.0061525614437898295,0.316657013435439,0.6884549313009289,0.7768403596732131,0,N,0.8958333333333334,N
ENSG00000124215,48.0,48,20,58533471,58609066,1,ENSG00000124215.12,20,58533471,58609066,CDH26,100.003716071791,0.4852054955933379,142.0,2556,75595,18,0,58816,2,1,2,1,-0.5401556186848651,0.370238978978303,0.204303958166124,1.02240585341045,0.810953099142882,0,Y,1.0,Y
ENSG00000141446,43.0,48,18,19109242,19180845,-1,ENSG00000141446.6,18,19109242,19180845,ESCO1,90.37574589812479,0.389600469822627,270.4,2704,71603,10,0,58633,0,1,0,0,0.717912394488593,0.678692498928795,0.916338650159298,0.717115265312332,1.00744036142452,0,Y,0.8958333333333334,N
ENSG00000197361,48.0,48,15,63889552,63894627,1,ENSG00000197361.5,15,63889552,63894627,FBXL22,34.876397853304404,0.664037457482398,377.5,755,5075,2,0,58476,0,0,0,0,-0.3807059400139529,-0.270542216126782,0.0477277409486356,0.496876604087839,0.495747624524723,0,N,1.0,Y
ENSG00000080503,46.0,48,9,2015342,2193624,1,ENSG00000080503.15,9,2015342,2193624,SMARCA2,81.1989215669098,0.47502602750192,136.967741935484,4246,178282,31,0,59101,1,4,1,2,0.6963608194318989,0.258168559932767,0.819894698846229,0.310875533791074,0.56041114797665,0,Y,0.9583333333333334,N
ENSG00000136950,48.0,48,9,127624409,127640003,1,ENSG00000136950.9,9,127624409,127640003,ARPC5L,79.04092966308521,0.47554347826087,110.333333333333,331,15594,3,0,58779,0,1,0,1,0.104940165650858,-0.637116145084465,0.474651802560938,0.43702587792238,0.621170019362081,0,Y,1.0,Y
ENSG00000167088,48.0,48,18,19192228,19210417,1,ENSG00000167088.6,18,19192228,19210417,SNRPD1,159.094247036741,0.4316223977028,100.333333333333,301,18189,3,0,58836,0,3,0,2,1.20297303582914,-0.540865893313575,1.71673891399409,0.740805588826918,1.24041504234823,0,Y,1.0,Y
ENSG00000128218,45.0,45,22,24094930,24096655,-1,ENSG00000128218.7,22,24094930,24096655,VPREB3,41.6722460982142,0.6259740259740261,192.0,384,1725,2,5,58875,0,14,0,0,0.378783810054059,0.424433310850824,2.1719801281139497,-0.276553449993883,0.162196302908318,1,Y,1.0,N
ENSG00000138592,47.0,48,15,50716577,50793280,1,ENSG00000138592.9,15,50716577,50793280,USP8,76.040692806507,0.404533049532213,143.142857142857,3006,76703,21,0,58850,3,16,1,2,0.264127258526202,-0.250309990787024,-0.267374145432767,-1.81742475876091,-1.34681810722664,0,Y,0.9791666666666666,N
ENSG00000179242,47.0,47,20,59827482,60515673,1,ENSG00000179242.11,20,59827482,60515673,CDH4,86.76020617043959,0.592017850794625,185.6,2784,688191,15,0,59125,0,4,0,0,1.29743533908973,1.3959516607080702,1.0263721335426,-0.0547762026548261,0.3599758319885711,0,Y,1.0,N
ENSG00000136935,48.0,48,9,127640646,127710771,-1,ENSG00000136935.9,9,127640646,127710771,GOLGA1,101.539338629632,0.485261664220175,117.80952380952401,2474,70125,21,0,59179,2,1,2,1,-0.33897274796020394,0.568049380096566,0.342337019048997,1.13546053368747,0.9452757925742492,0,Y,1.0,N
ENSG00000141627,48.0,48,18,46570039,46987717,-1,ENSG00000141627.9,18,46570039,46987717,DYM,86.17511321246859,0.422229222888523,135.4375,2167,417678,16,0,59066,1,4,1,2,0.33940955549192,-0.0957158429672035,0.579900702476011,0.0153746238511298,0.26808901077435104,0,Y,1.0,Y
ENSG00000165474,44.0,48,13,20761609,20767037,-1,ENSG00000165474.5,13,20761609,20767037,GJB2,81.8179867939637,0.523255813953488,687.0,687,5428,1,1,59270,0,0,0,0,-0.0748949832836162,-0.011963913866267,0.589884453652095,0.8708487768606441,0.982328341440132,0,N,0.9166666666666666,N
ENSG00000140553,46.0,48,15,91473410,91497323,1,ENSG00000140553.12,15,91473410,91497323,UNC45A,70.0000994675488,0.571091144858448,148.590909090909,3269,23913,22,1,59408,2,5,0,2,1.10359500906472,-0.28111110981684395,0.290261186962264,0.0887030283895009,0.171325551090199,1,Y,0.9583333333333334,N
ENSG00000173611,48.0,48,9,127704887,127905785,-1,ENSG00000173611.13,9,127704887,127905785,SCAI,80.3170787738262,0.425106205577378,110.0,1870,200898,17,0,58862,0,0,0,0,1.09913211593162,1.1957033938086,1.06233548014608,1.2542432321545,1.49007676600073,0,N,1.0,Y
ENSG00000156261,48.0,48,21,30428126,30446118,-1,ENSG00000156261.8,21,30428126,30446118,CCT8,78.5940518713318,0.424907492925049,116.0,1740,17992,15,0,58996,0,3,0,0,0.8586008866017191,0.877004162055329,0.966002511532022,0.210520922542316,0.579046566123829,0,Y,1.0,Y
ENSG00000165475,48.0,48,13,20977806,21099996,-1,ENSG00000165475.9,13,20977806,21099996,CRYL1,76.87868243850241,0.512201769397992,167.0,1169,122190,7,1,58934,26,3,13,1,-2.84641464131682,-0.23091658351381,-2.62354415217069,0.183355190363186,-2.27865559508613,1,Y,1.0,N
ENSG00000137806,47.0,48,15,41679551,41694717,-1,ENSG00000137806.4,15,41679551,41694717,NDUFAF1,79.1917324705575,0.420856746623823,295.25,1181,15166,4,0,59141,1,3,1,0,-0.7458894255335279,0.172362262405728,-0.00553782947837218,-0.179244574616104,-0.090804432894627,0,Y,0.9791666666666666,N
ENSG00000099956,48.0,48,22,24129150,24176703,1,ENSG00000099956.13,22,24129150,24176703,SMARCB1,105.877464966128,0.564428755860558,133.5,1068,47553,8,5,59074,0,45,0,0,1.4040165567770502,1.2990697998174,3.02431022082542,-1.88595631763142,-0.917636925978236,1,Y,1.0,Y
ENSG00000177576,48.0,48,18,47008028,47013622,-1,ENSG00000177576.6,18,47008028,47013622,C18orf32,127.610234821633,0.380154730640926,132.0,264,5594,2,0,59055,1,4,0,0,0.8330074228662879,0.6481011454202161,0.717324367383129,0.0909433528130974,0.383377177094,0,Y,1.0,Y
ENSG00000119414,48.0,48,9,127908852,127952218,-1,ENSG00000119414.7,9,127908852,127952218,PPP6C,73.3293371612736,0.425768951191829,134.125,1073,43366,8,0,58858,0,24,0,0,0.417331027697423,0.4650201750607471,0.6607192907987061,-2.53125239294469,-2.18357294619602,0,Y,1.0,Y
ENSG00000101752,48.0,48,18,19284918,19450918,1,ENSG00000101752.7,18,19284918,19450918,MIB1,88.7022312785162,0.45127165817989,149.857142857143,3147,166000,21,0,59112,2,2,2,2,-0.4313179860695779,-0.136270484321392,0.19590878418454,0.680455224246362,0.5804589914148921,0,Y,1.0,Y
ENSG00000125901,48.0,48,20,3026591,3028900,1,ENSG00000125901.5,20,3026591,3028900,MRPS26,39.75844843357,0.666044836891837,170.666666666667,512,2309,3,0,59042,0,8,0,0,-0.18581737358290695,-0.0939896113334139,0.181885771349258,-1.42510115561868,-1.08498905312472,0,Y,1.0,Y
ENSG00000136933,48.0,48,9,127962821,127996437,1,ENSG00000136933.12,9,127962821,127996437,RABEPK,98.7793812069195,0.51342355321471,165.857142857143,1161,33616,7,0,59123,4,26,4,0,-2.49328330421036,0.49526872956663,-0.96655171169787,-2.53125239294469,-2.40974580024702,0,Y,1.0,Y
ENSG00000080608,45.0,48,9,2720469,2844241,-1,ENSG00000080608.9,9,2720469,2844241,KIAA0020,82.95178887659571,0.403033162232756,120.529411764706,2049,123772,17,0,58979,4,11,3,4,-1.26791064399624,-1.42560540326138,-0.645064715923004,-1.22732193698518,-1.01728747578981,0,Y,0.9375,N
ENSG00000032742,48.0,48,13,21140585,21265503,1,ENSG00000032742.13,13,21140585,21265503,IFT88,63.616098736564894,0.39172045910038894,106.68,2667,124918,25,1,59019,0,5,0,0,1.48402566424142,1.5917180781954,1.53409101465855,0.20577366544001105,0.7082236279632941,1,Y,1.0,Y
ENSG00000156265,46.0,48,21,30449792,30548210,1,ENSG00000156265.11,21,30449792,30548210,MAP3K7CL,94.38362488566099,0.469626024721163,117.8,589,98418,5,0,59097,0,2,0,0,0.452817511354371,0.484847102867711,0.733841827805195,0.299107133687655,0.585108126862887,0,Y,0.9583333333333334,N
ENSG00000175806,47.0,48,8,9911778,10286401,1,ENSG00000175806.10,8,9911778,10286401,MSRA,58.4714695765675,0.530764391353256,131.666666666667,790,374623,6,0,59164,1,2,0,1,0.24672788341172894,-0.30582736031347496,-0.164509587176862,0.027792540619139,-0.0136830682408171,0,Y,0.9791666666666666,N
ENSG00000028528,48.0,48,15,64386322,64438289,1,ENSG00000028528.10,15,64386322,64438289,SNX1,70.6537184331882,0.486015805710054,113.866666666667,1708,51967,15,0,59071,1,1,0,0,0.691770576226179,0.7765452803196959,0.262209467216443,0.722727297578458,0.6740483336137819,0,Y,1.0,N
ENSG00000150456,48.0,48,13,21302870,21348097,-1,ENSG00000150456.6,13,21302870,21348097,N6AMT2,101.36988680539801,0.458204562178072,167.25,669,45227,4,1,58910,2,4,2,1,-1.12311935740345,-0.225964872547612,0.115526053028025,0.0748915593054327,0.110493684687615,1,Y,1.0,Y
ENSG00000156273,48.0,48,21,30566392,31003071,1,ENSG00000156273.11,21,30566392,31003071,BACH1,82.83003477780349,0.4421631276988121,402.0,2412,436679,6,0,58757,1,4,0,0,0.475684761381926,0.598135662675764,0.0504805243509014,-0.442445500489172,-0.275744618916792,0,Y,1.0,Y
ENSG00000100979,48.0,48,20,44527399,44540794,-1,ENSG00000100979.10,20,44527399,44540794,PLTP,77.0209741500872,0.5949375203617879,108.666666666667,1630,13395,15,0,58837,10,3,2,2,-0.931351967624835,-0.656768505292966,-2.52964949053567,0.18042025445246104,-1.03152232061782,0,Y,1.0,N
ENSG00000132953,48.0,48,13,21351469,21477187,-1,ENSG00000132953.12,13,21351469,21477187,XPO4,85.781390331232,0.42680916329288,156.304347826087,3595,125718,23,1,58945,0,3,0,0,1.4773930092226597,1.5221343495298,1.5801559518051398,0.7306346449634,1.1702326913456105,0,Y,1.0,Y
ENSG00000185019,48.0,48,20,3088219,3140842,-1,ENSG00000185019.12,20,3088219,3140842,UBOX5,86.9008255202376,0.5418806800333279,412.5,1650,52623,4,0,59040,0,4,0,0,0.0809184195507851,0.112034673103696,0.44853403262886,-0.470962659578539,-0.164400753597085,0,Y,1.0,Y
ENSG00000123908,47.0,48,8,141541264,141645718,-1,ENSG00000123908.7,8,141541264,141645718,AGO2,90.1435779689754,0.562858666877689,148.111111111111,2666,104454,18,0,59079,1,8,0,1,1.04229944289292,0.299892402016937,0.5181822172038231,-0.748284519249987,-0.36798681983146897,0,Y,0.9791666666666666,N
ENSG00000215251,48.0,48,20,3127165,3140543,-1,ENSG00000215251.3,20,3127165,3140543,FASTKD5,93.9155381031337,0.453953084274544,2301.0,2301,13378,1,0,58574,0,4,0,0,-0.344375347668911,-0.30630774947209305,0.124640785915605,-0.9741142349344593,-0.6870230547589761,0,Y,1.0,Y
ENSG00000088899,46.0,48,20,3143263,3154192,-1,ENSG00000088899.10,20,3143263,3154192,LZTS3,34.9672900945195,0.681103650435401,680.0,2040,10929,3,0,59128,0,3,0,0,-0.411194974495567,-0.32430057906763105,0.0134404834574529,-0.55168685613213,-0.404026396178334,0,Y,0.9583333333333334,N
ENSG00000198171,48.0,48,20,3170996,3185331,-1,ENSG00000198171.8,20,3170996,3185331,DDRGK1,41.9233588529352,0.594743445001046,131.0,1179,14335,9,0,58962,0,3,0,0,0.0514012544027985,0.180746604453737,0.324538303075817,-0.22048115080642305,-0.0175601784407662,0,Y,1.0,Y
ENSG00000184402,48.0,48,20,60718822,60757540,1,ENSG00000184402.10,20,60718822,60757540,SS18L1,65.12639813265291,0.611882076637821,126.545454545455,1392,38718,11,0,58909,0,4,0,1,0.44690052693996296,-0.263019080349189,0.610959797672354,-0.27389313297765,0.034057331126977994,0,Y,1.0,Y
