Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,gene,chr,start,end,gene_symbol,mean_rd,gc_content,complexity,cds_len,gene_length,num_targ,segdups,dip,del,dup,del.sing,dup.sing,del.sing.score,dup.sing.score,del.score,dup.score,cnv.score,flag,CNV,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000179242,16.0,47,20,59827482,60515673,1,ENSG00000179242.11,20,59827482,60515673,CDH4,86.76020617043959,0.592017850794625,185.6,2784,688191,15,0,59125,0,4,0,0,1.29743533908973,1.3959516607080702,1.0263721335426,-0.0547762026548261,0.3599758319885711,0,Y,0.3404255319148936,N
ENSG00000165474,15.0,48,13,20761609,20767037,-1,ENSG00000165474.5,13,20761609,20767037,GJB2,81.8179867939637,0.523255813953488,687.0,687,5428,1,1,59270,0,0,0,0,-0.0748949832836162,-0.011963913866267,0.589884453652095,0.8708487768606441,0.982328341440132,0,N,0.3125,N
ENSG00000140553,15.0,48,15,91473410,91497323,1,ENSG00000140553.12,15,91473410,91497323,UNC45A,70.0000994675488,0.571091144858448,148.590909090909,3269,23913,22,1,59408,2,5,0,2,1.10359500906472,-0.28111110981684395,0.290261186962264,0.0887030283895009,0.171325551090199,1,Y,0.3125,N
ENSG00000156261,29.0,48,21,30428126,30446118,-1,ENSG00000156261.8,21,30428126,30446118,CCT8,78.5940518713318,0.424907492925049,116.0,1740,17992,15,0,58996,0,3,0,0,0.8586008866017191,0.877004162055329,0.966002511532022,0.210520922542316,0.579046566123829,0,Y,0.6041666666666666,Y
ENSG00000147852,14.0,48,9,2621834,2660053,1,ENSG00000147852.11,9,2621834,2660053,VLDLR,112.37430411045,0.454703515415887,147.111111111111,2648,38219,18,0,59128,2,9,1,2,0.417276225848811,-0.211852544378294,0.406896883481464,-0.6793166620608139,-0.303213766188056,0,Y,0.2916666666666667,N
ENSG00000165475,15.0,48,13,20977806,21099996,-1,ENSG00000165475.9,13,20977806,21099996,CRYL1,76.87868243850241,0.512201769397992,167.0,1169,122190,7,1,58934,26,3,13,1,-2.84641464131682,-0.23091658351381,-2.62354415217069,0.183355190363186,-2.27865559508613,1,Y,0.3125,N
ENSG00000035664,14.0,48,15,64199235,64364232,-1,ENSG00000035664.7,15,64199235,64364232,DAPK2,71.91240069269729,0.5445703193046699,104.75,1257,164997,12,0,59183,3,1,3,1,-1.77846769137624,-0.0388401726363238,-0.7052750683285841,0.641642309220819,0.113346360862839,0,Y,0.2916666666666667,N
ENSG00000137806,34.0,48,15,41679551,41694717,-1,ENSG00000137806.4,15,41679551,41694717,NDUFAF1,79.1917324705575,0.420856746623823,295.25,1181,15166,4,0,59141,1,3,1,0,-0.7458894255335279,0.172362262405728,-0.00553782947837218,-0.179244574616104,-0.090804432894627,0,Y,0.7083333333333334,Y
ENSG00000099956,27.0,48,22,24129150,24176703,1,ENSG00000099956.13,22,24129150,24176703,SMARCB1,105.877464966128,0.564428755860558,133.5,1068,47553,8,5,59074,0,45,0,0,1.4040165567770502,1.2990697998174,3.02431022082542,-1.88595631763142,-0.917636925978236,1,Y,0.5625,Y
ENSG00000125901,18.0,48,20,3026591,3028900,1,ENSG00000125901.5,20,3026591,3028900,MRPS26,39.75844843357,0.666044836891837,170.666666666667,512,2309,3,0,59042,0,8,0,0,-0.18581737358290695,-0.0939896113334139,0.181885771349258,-1.42510115561868,-1.08498905312472,0,Y,0.375,Y
ENSG00000032742,29.0,48,13,21140585,21265503,1,ENSG00000032742.13,13,21140585,21265503,IFT88,63.616098736564894,0.39172045910038894,106.68,2667,124918,25,1,59019,0,5,0,0,1.48402566424142,1.5917180781954,1.53409101465855,0.20577366544001105,0.7082236279632941,1,Y,0.6041666666666666,Y
ENSG00000100979,22.0,48,20,44527399,44540794,-1,ENSG00000100979.10,20,44527399,44540794,PLTP,77.0209741500872,0.5949375203617879,108.666666666667,1630,13395,15,0,58837,10,3,2,2,-0.931351967624835,-0.656768505292966,-2.52964949053567,0.18042025445246104,-1.03152232061782,0,Y,0.4583333333333333,Y
ENSG00000185019,19.0,48,20,3088219,3140842,-1,ENSG00000185019.12,20,3088219,3140842,UBOX5,86.9008255202376,0.5418806800333279,412.5,1650,52623,4,0,59040,0,4,0,0,0.0809184195507851,0.112034673103696,0.44853403262886,-0.470962659578539,-0.164400753597085,0,Y,0.3958333333333333,Y
ENSG00000088899,14.0,48,20,3143263,3154192,-1,ENSG00000088899.10,20,3143263,3154192,LZTS3,34.9672900945195,0.681103650435401,680.0,2040,10929,3,0,59128,0,3,0,0,-0.411194974495567,-0.32430057906763105,0.0134404834574529,-0.55168685613213,-0.404026396178334,0,Y,0.2916666666666667,N
ENSG00000198171,17.0,48,20,3170996,3185331,-1,ENSG00000198171.8,20,3170996,3185331,DDRGK1,41.9233588529352,0.594743445001046,131.0,1179,14335,9,0,58962,0,3,0,0,0.0514012544027985,0.180746604453737,0.324538303075817,-0.22048115080642305,-0.0175601784407662,0,Y,0.3541666666666667,N
ENSG00000125877,45.0,48,20,3189514,3204516,1,ENSG00000125877.8,20,3189514,3204516,ITPA,81.8313192280753,0.558946821061199,79.125,633,15002,8,0,58957,0,3,0,0,0.431401654998992,0.4709853007698929,0.672835950148754,0.0175009975972135,0.311859564951791,0,Y,0.9375,Y
ENSG00000106688,20.0,47,9,4490444,4587469,1,ENSG00000106688.7,9,4490444,4587469,SLC1A1,122.447730117101,0.4884410235319521,137.25,1647,97025,12,0,59096,2,11,0,0,1.15055519455738,1.07567667333879,0.33439039430452,-1.04788837701628,-0.611671393985203,0,Y,0.425531914893617,Y
ENSG00000138600,26.0,48,15,50999506,51058005,-1,ENSG00000138600.5,15,50999506,51058005,SPPL2A,76.8746994340263,0.389830163530494,112.92857142857099,1581,58499,14,0,59062,4,16,3,2,-1.47969258069103,-0.5286154058877299,-0.7698717976159979,-1.94941218975697,-1.57237521156944,0,Y,0.5416666666666666,Y
ENSG00000167702,28.0,48,8,145691426,145699585,1,ENSG00000167702.7,8,145691426,145699585,KIFC2,57.66897448016999,0.6667533486278651,179.35714285714297,2511,8159,14,0,58910,1,5,0,0,0.581002626522087,0.6097776163258131,0.14994513129764,-0.4436029679825129,-0.274156897821216,0,Y,0.5833333333333334,Y
ENSG00000166965,37.0,48,15,91498100,91506349,1,ENSG00000166965.8,15,91498100,91506349,RCCD1,72.4840500657441,0.614578222548102,129.333333333333,776,8249,6,1,59281,1,3,0,0,0.37598913998948,0.4207419825484779,0.313815562687398,0.190014844428812,0.259298643277893,0,Y,0.7708333333333334,Y
ENSG00000124164,31.0,48,20,56964178,57026157,1,ENSG00000124164.11,20,56964178,57026157,VAPB,60.9604865557586,0.468664826999861,1328.5,7971,61979,6,0,59030,0,0,0,0,-0.433352470948243,-0.34463229217546193,-0.0473171588852627,0.34606586110530496,0.374317960788326,0,N,0.6458333333333334,Y
ENSG00000101181,30.0,48,20,60758085,60778624,1,ENSG00000101181.13,20,60758085,60778624,MTG2,82.4443261681532,0.6056693339989139,209.5,1257,20539,6,0,59170,7,6,7,0,-2.84641464131682,0.296126065137654,-2.09512792694799,-0.7733610844361819,-1.3277435338992198,0,Y,0.625,Y
ENSG00000106686,29.0,48,9,4553386,4666674,-1,ENSG00000106686.12,9,4553386,4666674,SPATA6L,56.7069286316597,0.474272175216765,179.833333333333,2158,113288,12,0,58968,6,3,3,0,-2.02500641513056,0.5010626643484021,-1.86576999698824,-0.105132158891657,-0.877917821151346,0,Y,0.6041666666666666,Y
ENSG00000164144,33.0,48,4,153701089,153839615,1,ENSG00000164144.10,4,153701089,153839615,ARFIP1,80.2239415518522,0.408183763421414,146.25,1170,138526,8,0,59028,0,0,0,0,0.5853331188687371,0.64384903380369,0.7677275415773129,0.9967960638333578,1.1935833705993102,0,N,0.6875,Y
ENSG00000099994,25.0,48,22,24577227,24585078,1,ENSG00000099994.10,22,24577227,24585078,SUSD2,58.227804567801506,0.640894738710354,170.6,2559,7851,15,5,58899,1,33,1,0,0.377390093767682,1.26406670707912,2.2308552628235296,-1.4008934028672,-0.658280607621902,1,Y,0.5208333333333334,Y
ENSG00000147853,20.0,48,9,4711155,4742043,-1,ENSG00000147853.12,9,4711155,4742043,AK3,67.7170551966605,0.505889757747845,142.8,714,30888,5,0,59040,2,3,2,0,-1.63583534065598,0.14744562405985,-0.604728018516244,-0.216525185463492,-0.3769366425586779,0,Y,0.4166666666666667,N
ENSG00000166206,21.0,46,15,26788693,27184686,-1,ENSG00000166206.9,15,26788693,27184686,GABRB3,71.8346547902418,0.546488834162107,161.090909090909,1772,395993,11,1,58952,0,9,0,4,0.800598735071616,-1.6026454068723,0.9880167666717208,-0.9795881504550932,-0.465274822765554,1,Y,0.4565217391304348,Y
ENSG00000146540,18.0,48,7,1036622,1177896,-1,ENSG00000146540.10,7,1036622,1177896,C7orf50,37.9373910216095,0.604096427000968,152.25,609,141274,4,1,59044,2,4,0,0,-0.0540875642495108,0.151820004640238,-0.5402582252472601,-0.35946883254614204,-0.498471695926298,1,Y,0.375,N
ENSG00000184056,15.0,48,15,91541646,91565833,-1,ENSG00000184056.10,15,91541646,91565833,VPS33B,117.58007042971201,0.5078839661016621,86.6086956521739,1992,24187,23,1,59110,5,5,3,2,-0.593496866466249,0.27165983953985395,-0.125574006901733,0.5778294462090601,0.376226134574416,1,Y,0.3125,N
ENSG00000109654,16.0,48,4,154073494,154260472,1,ENSG00000109654.10,4,154073494,154260472,TRIM2,66.3475638148865,0.491950858310596,201.75,2421,186978,12,0,58967,0,2,0,0,0.476414591257269,0.614576256538592,0.593308032847844,0.21737265023462696,0.460745916742936,0,Y,0.3333333333333333,N
ENSG00000168028,34.0,48,3,39448180,39454033,1,ENSG00000168028.9,3,39448180,39454033,RPSA,69.2953477780316,0.500226641487469,140.222222222222,1262,5853,9,1,58840,0,0,0,0,0.433355984245552,0.502081124137847,0.886466786663868,1.19729918887673,1.35034119352989,0,N,0.7083333333333334,Y
ENSG00000103671,30.0,48,15,64679947,64747502,1,ENSG00000103671.5,15,64679947,64747502,TRIP4,73.778150880879,0.4469571771256389,143.083333333333,1717,67555,12,0,58897,1,0,0,0,0.601004077554164,0.664922194534783,0.221903954431503,1.03545336590205,0.893744757673251,0,Y,0.625,Y
ENSG00000178381,35.0,48,7,1191707,1200395,-1,ENSG00000178381.7,7,1191707,1200395,ZFAND2A,137.33455496798598,0.48120625570182,149.4,747,8688,5,0,58961,14,13,11,10,-2.84641464131682,-2.87279498102368,-2.62354415217069,-1.34143901157785,-1.76001403641983,0,Y,0.7291666666666666,Y
ENSG00000164124,26.0,48,4,159122756,159176563,1,ENSG00000164124.6,4,159122756,159176563,TMEM144,86.385785826767,0.404304337521268,111.636363636364,1228,53807,11,0,59093,1,1,1,0,-0.0974610854265526,0.8128807467729791,0.433812035495356,0.7906266022489581,0.8051417859139369,0,Y,0.5416666666666666,Y
ENSG00000157103,23.0,46,3,11034410,11080933,1,ENSG00000157103.6,3,11034410,11080933,SLC6A1,80.9865299034656,0.556688680919451,134.571428571429,1884,46523,14,1,59017,0,1,0,0,0.855130807987486,0.907354785129838,1.16554451983809,1.05253125734385,1.30435041158804,0,Y,0.5,Y
ENSG00000100024,18.0,47,22,24863206,24924358,1,ENSG00000100024.10,22,24863206,24924358,UPB1,105.307208080838,0.5535134134038671,121.5,1215,61152,10,5,59055,6,37,6,7,-2.5543800270317303,-2.48297830468163,0.697211088080044,-1.42192117315907,-0.77018292052011,1,Y,0.3829787234042553,Y
ENSG00000186417,15.0,47,15,51633826,51700210,1,ENSG00000186417.9,15,51633826,51700210,GLDN,95.8046160959297,0.531186884980003,180.3,1803,66384,10,0,58851,0,7,0,3,0.637554594254507,-1.41761693183169,0.845028581342817,-0.76463608025079,-0.292695811611362,0,Y,0.3191489361702128,N
ENSG00000151552,20.0,48,4,17461884,17513857,-1,ENSG00000151552.7,4,17461884,17513857,QDPR,66.5017576198091,0.575921807016667,111.0,777,51973,7,0,58904,0,8,0,0,0.210800911202728,0.307278863015076,0.464486519054536,-1.21029043804909,-0.79597560451614,0,Y,0.4166666666666667,Y
ENSG00000215440,20.0,48,20,57264187,57294294,1,ENSG00000215440.7,20,57264187,57294294,NPEPL1,34.8133932005279,0.608013158148215,147.727272727273,1625,30107,11,0,59027,0,1,0,0,0.102912171408029,0.246456139164357,0.34278612831310995,0.4128467655031871,0.516049187613074,0,Y,0.4166666666666667,N
ENSG00000197646,28.0,48,9,5510545,5571282,1,ENSG00000197646.6,9,5510545,5571282,PDCD1LG2,112.745678810313,0.489213428635452,147.333333333333,884,60737,6,0,59125,3,9,0,1,0.669762556353661,-0.161775061577478,-0.424349113168289,-1.0279645255195,-0.8405497775062271,0,Y,0.5833333333333334,Y
ENSG00000129055,41.0,48,3,134196548,134205558,-1,ENSG00000129055.8,3,134196548,134205558,ANAPC13,149.670026655042,0.455738402610299,118.5,237,9010,2,0,58948,0,1,0,1,0.951273714242374,-0.0631005353106601,1.4637982291106,1.16577024768254,1.52629950492706,0,Y,0.8541666666666666,Y
ENSG00000154328,27.0,48,8,11627148,11644855,1,ENSG00000154328.11,8,11627148,11644855,NEIL2,111.631733899783,0.5650548023050799,256.5,1026,17707,4,0,59042,9,6,2,1,-1.24449973082511,-0.402148925387448,-2.3346638756259703,-0.604646607662563,-1.30672639223694,0,Y,0.5625,Y
ENSG00000119715,16.0,43,14,76776957,76968178,1,ENSG00000119715.10,14,76776957,76968178,ESRRB,65.4247999561705,0.5805650241650749,197.666666666667,1779,191221,9,0,58993,0,1,0,1,0.32964881054735,-0.310829406533511,0.483167198248291,0.465054797237248,0.626487948575119,0,Y,0.372093023255814,N
ENSG00000092108,16.0,48,14,31091318,31205018,1,ENSG00000092108.16,14,31091318,31205018,SCFD1,76.10358046535531,0.388061313498257,82.32,2058,113700,25,0,59062,1,4,0,3,1.5246680197860605,-0.460297051965258,0.829923154561249,0.25635099132389394,0.537796567897653,0,Y,0.3333333333333333,Y
ENSG00000114405,19.0,48,3,62304648,62321888,1,ENSG00000114405.6,3,62304648,62321888,C3orf14,66.0363179239079,0.3873732215174,102.75,411,17240,4,0,59083,0,0,0,0,0.21638696819892,0.252324624312469,0.543179292372886,0.8269077957850559,0.983352405036224,0,N,0.3958333333333333,Y
ENSG00000112304,16.0,48,6,24667263,24705293,1,ENSG00000112304.6,6,24667263,24705293,ACOT13,56.3838212111238,0.415699487250554,114.0,456,38030,4,0,58806,0,1,0,0,0.03898332633338,0.13166959741930198,0.383384854637078,0.35179518565656,0.522667781559352,0,Y,0.3333333333333333,N
ENSG00000159199,14.0,48,17,46970127,46973233,1,ENSG00000159199.9,17,46970127,46973233,ATP5G1,121.674534430026,0.528041950287126,126.0,504,3106,4,0,59062,6,4,5,3,-2.84641464131682,-1.53094452119677,-1.37276773185355,-0.00451443677717656,-0.5561964863691969,0,Y,0.2916666666666667,N
ENSG00000188707,32.0,48,7,150026938,150029808,1,ENSG00000188707.4,7,150026938,150029808,ZBED6CL,91.0877058083704,0.61142061281337,717.0,717,2870,1,1,58689,0,0,0,0,0.0913612813675611,0.10281136623107,0.7253101348068579,0.973353060967993,1.10084770168992,0,N,0.6666666666666666,Y
ENSG00000106538,16.0,48,7,150035408,150038763,-1,ENSG00000106538.5,7,150035408,150038763,RARRES2,161.449574769892,0.618525285988415,129.0,516,3355,4,1,58783,2,11,2,10,-0.312455455673521,-2.87279498102368,1.06559126337403,-0.446464180721457,0.0571668008985376,1,Y,0.3333333333333333,N
ENSG00000177663,33.0,48,22,17565844,17596583,1,ENSG00000177663.9,22,17565844,17596583,IL17RA,97.47761013367908,0.546593824421465,211.25,2535,30739,12,0,58921,1,17,1,2,-0.19729180978494,-0.7764026531496021,0.3711905164576811,-2.08083000832048,-1.4772363974087,0,Y,0.6875,Y
ENSG00000242220,19.0,48,21,33948862,33959683,-1,ENSG00000242220.2,21,33948862,33959683,TCP10L,110.045338118854,0.522446883215883,168.0,672,10821,4,0,59281,2,33,0,0,0.4646313291469029,0.404446718863184,-0.152918701342551,-2.53125239294469,-2.47162789907313,0,Y,0.3958333333333333,Y
ENSG00000182923,32.0,48,3,134204585,134293859,1,ENSG00000182923.12,3,134204585,134293859,CEP63,86.94995440772932,0.41349795735669503,157.571428571429,2206,89274,14,0,59025,2,2,2,1,-0.771560133056197,0.152653723714569,0.0222381378198648,0.512301276269018,0.3987417923432671,0,Y,0.6666666666666666,Y
ENSG00000213639,25.0,48,2,28974506,29025806,1,ENSG00000213639.5,2,28974506,29025806,PPP1CB,81.6297469659598,0.403591028567238,153.714285714286,1076,51300,7,0,59055,0,2,0,0,0.500519431861916,0.511948740948424,0.751871768858746,0.28758490655274394,0.5903378297748361,0,Y,0.5208333333333334,Y
ENSG00000124562,27.0,48,6,34725183,34741571,1,ENSG00000124562.5,6,34725183,34741571,SNRPC,73.7652072375947,0.522299120528324,97.6666666666667,586,16388,6,0,58807,3,30,3,7,-2.19422150286471,-2.87279498102368,-0.904550500992886,-2.53125239294469,-2.47162789907313,0,Y,0.5625,Y
ENSG00000100031,20.0,48,22,24979718,25024972,1,ENSG00000100031.14,22,24979718,25024972,GGT1,45.9748314658128,0.6151644247797801,172.5,1725,45254,10,5,58318,31,64,30,33,-2.84641464131682,-2.87279498102368,-2.62354415217069,-2.53125239294469,-2.47162789907313,1,Y,0.4166666666666667,N
ENSG00000197548,23.0,48,3,11313995,11599139,1,ENSG00000197548.8,3,11313995,11599139,ATG7,111.759840577915,0.480182305020379,123.38888888888901,2221,285144,18,2,59158,0,3,0,1,1.76270776757349,1.01137993365693,2.13884925891458,1.23268701144391,1.70165595510193,0,Y,0.4791666666666667,Y
ENSG00000118514,47.0,48,6,135238528,135271260,-1,ENSG00000118514.9,6,135238528,135271260,ALDH8A1,74.67043948662271,0.531090569694624,215.14285714285703,1506,32732,7,0,59180,1,0,0,0,0.190709612545617,0.248322127789723,-0.0479421615135615,0.83784463453695,0.636244288364203,0,Y,0.9791666666666666,Y
ENSG00000154265,16.0,48,17,67240452,67323385,-1,ENSG00000154265.11,17,67240452,67323385,ABCA5,67.487419113399,0.366643287647582,137.47368421052602,5224,82933,38,0,59021,3,5,3,4,-0.469310152676069,-0.604901258560076,0.177561971454081,0.23040475092766,0.268053585716474,0,Y,0.3333333333333333,N
ENSG00000112667,23.0,48,6,43193367,43197222,-1,ENSG00000112667.8,6,43193367,43197222,DNPH1,49.8083002705999,0.637830330812787,139.333333333333,418,3855,3,0,58920,0,1,0,0,-0.141611203674876,-0.0522718948757867,0.220235514985144,0.281400060924209,0.3798427403415101,0,Y,0.4791666666666667,Y
ENSG00000240053,33.0,48,6,31637944,31641553,1,ENSG00000240053.8,6,31637944,31641553,LY6G5B,152.991619168765,0.508409810294649,208.0,624,3609,3,0,59164,39,1,0,0,0.954147431135263,0.7153739721996041,-2.62354415217069,1.18871418669602,-2.29749194385668,0,Y,0.6875,Y
ENSG00000175348,16.0,48,11,8968841,8986558,-1,ENSG00000175348.6,11,8968841,8986558,TMEM9B,60.3214104447749,0.489241112353551,139.0,695,17717,5,0,59185,0,2,0,0,-0.0125888718806233,0.0859505358633414,0.335342069859956,0.0287599389586278,0.223569113699392,0,Y,0.3333333333333333,N
ENSG00000236624,45.0,48,1,45959538,45965751,-1,ENSG00000236624.4,1,45959538,45965751,CCDC163P,39.091649162065394,0.4778642505915711,96.42857142857142,675,6213,7,0,58987,0,6,0,0,-0.07968470849749,0.0655556400795143,0.266145608130949,-0.9811262002763,-0.664594984051261,0,Y,0.9375,Y
ENSG00000124508,32.0,48,6,26383324,26395102,1,ENSG00000124508.12,6,26383324,26395102,BTN2A2,106.16205812453,0.502163869942744,237.14285714285703,1660,11778,7,0,58692,31,28,3,2,-1.85701748331483,-0.985694866844642,-2.62354415217069,-2.53125239294469,-2.47162789907313,0,Y,0.6666666666666666,Y
ENSG00000099219,19.0,48,9,5765076,5833117,-1,ENSG00000099219.9,9,5765076,5833117,ERMP1,85.6512930028521,0.44852336637751,187.529411764706,3188,68041,17,0,59053,4,2,2,0,-0.7583997750144219,0.9516647716395268,-0.7615908074292579,0.534366638114249,0.0320642102325716,0,Y,0.3958333333333333,N
ENSG00000164008,26.0,48,1,43232940,43263968,1,ENSG00000164008.9,1,43232940,43263968,C1orf50,38.93795079791561,0.5113246946538471,176.285714285714,1234,31028,7,0,58928,0,1,0,0,-0.154184947641839,0.000969427182065885,0.195943470658912,0.26974449760278896,0.367955885485012,0,Y,0.5416666666666666,Y
ENSG00000112308,30.0,48,6,24705089,24721064,-1,ENSG00000112308.8,6,24705089,24721064,C6orf62,90.61098705122231,0.429551936113195,144.0,720,15975,5,0,59017,0,1,0,0,0.414677873434221,0.39870974756135,0.736443595986406,0.610144426130287,0.8559550501450629,0,Y,0.625,Y
ENSG00000173327,27.0,48,11,65365226,65382853,-1,ENSG00000173327.3,11,65365226,65382853,MAP3K11,48.72208408129421,0.649051755643266,260.4,2604,17627,10,0,58731,0,2,0,0,0.17206071794589198,0.235056662220794,0.40059825675292093,0.0991248016416093,0.27652067327365504,0,Y,0.5625,Y
ENSG00000130517,27.0,48,19,18451397,18480760,1,ENSG00000130517.9,19,18451397,18480760,PGPEP1,51.0290054596389,0.5769438762129561,132.0,660,29363,5,0,59085,0,2,0,1,-0.09519130797291303,-0.7515982245296009,0.242222145806412,-0.0177706407840286,0.139147067836745,0,Y,0.5625,Y
ENSG00000128683,17.0,44,2,171669723,171717661,1,ENSG00000128683.9,2,171669723,171717661,GAD1,95.54854175400801,0.493892361757308,114.777777777778,2066,47938,18,0,59085,3,0,1,0,0.210080709795183,1.12531054241324,-0.23746214335198604,1.37723062763159,0.7820964751708579,0,Y,0.3863636363636364,N
ENSG00000164627,26.0,41,6,39297766,39693181,-1,ENSG00000164627.13,6,39297766,39693181,KIF6,89.93138870315809,0.453948469598635,114.217391304348,2627,395415,23,0,58887,1,2,1,1,0.6664999017105899,0.91957719828559,0.793203487136715,0.758182596644733,0.901179937652491,0,Y,0.6341463414634146,Y
ENSG00000182771,21.0,47,10,87359312,88126250,-1,ENSG00000182771.13,10,87359312,88126250,GRID1,90.7602770016295,0.5697799072388001,195.375,3126,766938,16,0,58912,1,4,1,1,0.524072937505828,0.719348202796692,0.5769857256307429,-0.008456533554615,0.234647202640112,0,Y,0.44680851063829785,Y
ENSG00000214022,14.0,48,7,150065278,150071133,1,ENSG00000214022.7,7,150065278,150071133,REPIN1,46.9913390407043,0.6215538772757161,638.666666666667,1916,5855,3,1,58127,0,0,0,0,-0.291114069079497,-0.18679822176988695,0.344173136188915,0.7313101270526491,0.76629739913265,0,N,0.2916666666666667,N
ENSG00000132763,14.0,48,1,45965725,45976739,1,ENSG00000132763.10,1,45965725,45976739,MMACHC,106.087226160532,0.572702296942224,218.25,873,11014,4,0,58930,2,7,0,0,0.4060151225136249,0.351624092692403,-0.228488962622803,-0.8369555166024358,-0.672091680299005,0,Y,0.2916666666666667,N
ENSG00000117450,15.0,48,1,45976708,45988719,-1,ENSG00000117450.9,1,45976708,45988719,PRDX1,159.60567190715798,0.4698617420592371,126.0,630,12011,5,0,59041,3,7,1,0,0.33528246524274,0.971721170173205,0.329887681040522,-0.110720633471124,0.0930548510196589,0,Y,0.3125,N
