Ensembl Gene ID	pLI
ENSG00000074410	9.912959574923589e-09
ENSG00000087495	0.9717132890023209
ENSG00000183784	0.000775174366698502
ENSG00000067900	0.999996548070552
ENSG00000128965	0.000276505596595412
ENSG00000124104	0.0208140161677358
ENSG00000148204	3.46014603004443e-05
ENSG00000101146	0.991169300003019
ENSG00000215305	2.2945811935557502e-05
ENSG00000153666	0.263870337812603
ENSG00000142192	0.33171061716587896
ENSG00000101473	3.56850509972552e-05
ENSG00000128908	0.999999999807578
ENSG00000140284	2.58257558060631e-05
ENSG00000198033	0.00681759403629645
ENSG00000121388	0.172474732490544
ENSG00000132819	0.859282996288302
ENSG00000107099	0.00013543398043996
ENSG00000119522	0.904475401385969
ENSG00000166265	0.0344265894425975
ENSG00000196074	0.9999935667143559
ENSG00000140287	0.514822964237295
ENSG00000132958	3.69447198098053e-08
ENSG00000140455	0.984379976108001
ENSG00000184828	0.9072214602377091
ENSG00000154734	0.594872990656586
ENSG00000106689	0.9467896888670378
ENSG00000259455	0.3985788516710921
ENSG00000154736	0.11885023355065699
ENSG00000261739	0.00466261611098299
ENSG00000196199	0.930242309438753
ENSG00000178997	2.0333200373385999e-13
ENSG00000156239	0.009871784675834359
ENSG00000196547	3.60787631910875e-09
ENSG00000121390	0.9926070201195
ENSG00000174450	8.97094503942648e-06
ENSG00000119408	0.644137660973949
ENSG00000137090	0.683592810352089
ENSG00000104064	0.9298883102479041
ENSG00000179455	0.0235775059313367
ENSG00000134030	0.9827545804236371
ENSG00000064218	0.00137345213214081
ENSG00000132950	0.20037813455561398
ENSG00000128322	0.0171677422605345
ENSG00000198862	0.832714009845553
ENSG00000254585	0.9224112690355691
ENSG00000182636	0.470364294438916
ENSG00000132801	0.00141328779660025
ENSG00000136930	0.941261762860495
ENSG00000185823	0.273009365565849
ENSG00000173253	0.46093942790113
ENSG00000168612	8.441351773744879e-05
ENSG00000124092	0.7830318419404599
ENSG00000187446	0.22812319182826502
ENSG00000149634	0.000413851176082059
ENSG00000124257	0.00262021372533022
ENSG00000180264	0.31505547094465197
ENSG00000104147	1.53697409243863e-08
ENSG00000189269	4.721062106255529e-07
ENSG00000156253	0.00017491703286545902
ENSG00000136931	0.94752349831578
ENSG00000101665	0.975695730781462
ENSG00000196227	0.0010813237416719
ENSG00000132670	0.9999767435489529
ENSG00000132825	0.0677652743829041
ENSG00000128739	0.8482594508427859
ENSG00000148200	0.9923200280720408
ENSG00000124215	5.556350148333309e-23
ENSG00000159496	2.3292949756331796e-10
ENSG00000064601	4.23467972299143e-05
ENSG00000185585	1.74427014386868e-05
ENSG00000156256	0.00586486313268796
ENSG00000141446	0.998809460698957
ENSG00000121741	0.9744599559023579
ENSG00000137804	0.00510251786113418
ENSG00000197361	0.000439659300268727
ENSG00000136918	0.000345295162872057
ENSG00000080503	0.9999982635394872
ENSG00000136942	0.527875068824637
ENSG00000136950	0.775599153315343
ENSG00000176659	0.0552321459200376
ENSG00000187792	0.168320381851445
ENSG00000167088	0.847045312877468
ENSG00000128218	0.0161485671370314
ENSG00000138592	0.9999826285551869
ENSG00000179242	0.966988413982154
ENSG00000136935	0.00610739448233049
ENSG00000169314	0.0813466462823027
ENSG00000173281	0.0229191412335762
ENSG00000103657	0.999999999998371
ENSG00000158201	1.3374147063221398e-06
ENSG00000250479	0.00013241241486381202
ENSG00000124253	3.93284883371259e-08
ENSG00000121743	0.000279889069012082
ENSG00000141627	5.1811150113059704e-09
ENSG00000165474	1.02863295453376e-11
ENSG00000140553	9.493072483502211e-08
ENSG00000102309	0.646369632596627
ENSG00000099953	6.59354935689745e-05
ENSG00000121742	0.000189819676898347
ENSG00000173611	0.999445289317284
ENSG00000156261	0.9827927601139341
ENSG00000267954	0.00339932967002051
ENSG00000273173	0.780882316345501
ENSG00000173273	0.777115954184058
ENSG00000130699	0.9994870856731329
ENSG00000147852	0.000865740605897974
ENSG00000186871	0.986827393517475
ENSG00000165475	1.8675253883702696e-05
ENSG00000035664	0.000134613269112973
ENSG00000137806	0.00389629034560786
ENSG00000099956	0.996807633610163
ENSG00000198034	0.8861496336625229
ENSG00000177576	0.18275268888643
ENSG00000125787	0.000228749333342023
ENSG00000119414	0.988609353693385
ENSG00000137815	0.9936377635343829
ENSG00000101752	1.0007180499767502e-44
ENSG00000124256	1.29679362994319e-10
ENSG00000166797	0.0134508962309797
ENSG00000099958	0.000238218108055327
ENSG00000168263	6.271095991445881e-17
ENSG00000215472	0.6059421715955841
ENSG00000125901	0.18785758754076198
ENSG00000101405	0.6279574603316601
ENSG00000149657	0.9672274803868559
ENSG00000170236	1.23258212279927e-14
ENSG00000101200	0.183145102453943
ENSG00000136933	4.19209227321727e-06
ENSG00000147535	3.06881649960598e-07
ENSG00000102100	0.7805262585130001
ENSG00000080608	1.6622204624430502e-14
ENSG00000032742	1.97189619737225e-08
ENSG00000044574	0.8856888979940329
ENSG00000156265	0.0022653891673035
ENSG00000124225	0.41659487435743703
ENSG00000175806	1.6997610030306102e-06
ENSG00000172458	0.15881013510035502
ENSG00000028528	0.939839944686599
ENSG00000133460	5.45933694484048e-12
ENSG00000092439	1.6555353762781497e-08
ENSG00000169762	0.563962464646747
ENSG00000150456	0.00099088008840384
ENSG00000265681	0.49405942642039896
ENSG00000102096	0.8947601231498009
ENSG00000101182	0.9657514611229359
ENSG00000114062	0.999576243958304
ENSG00000176731	0.0427259485219979
ENSG00000156273	0.01418640000584
ENSG00000124237	1.38449977889469e-05
ENSG00000080298	0.9997732743841271
ENSG00000100979	0.000142042024392603
ENSG00000137825	0.821022368669755
ENSG00000132953	0.9999996132799379
ENSG00000186416	0.955812168094543
ENSG00000185019	0.00178682505370842
ENSG00000068308	0.97654856924968
ENSG00000123908	0.9999922489623121
ENSG00000187954	0.0538307875149217
ENSG00000125931	0.0454033926143545
ENSG00000240972	0.0324842227823062
ENSG00000215251	3.4250816581256e-06
ENSG00000218537	0.37757496797728
ENSG00000062524	4.12009149040216e-21
ENSG00000133433	0.5201534970857971
ENSG00000088899	0.875742310525438
ENSG00000212710	2.09542255826793e-06
ENSG00000107249	0.000100596771327456
ENSG00000150457	0.8692160043789581
ENSG00000099974	0.41672757218518
ENSG00000184647	1.2335690846367999e-08
ENSG00000198171	0.000149759368683589
ENSG00000099977	0.41292562375284503
ENSG00000184402	0.812233116235997
ENSG00000150459	0.0457562409111712
ENSG00000145321	5.77520038554047e-06
ENSG00000099984	0.22673482915339999
ENSG00000171060	1.01040579381024e-11
ENSG00000171189	3.20558900258698e-05
ENSG00000125877	8.97319725886936e-05
ENSG00000165219	0.9999998715948192
ENSG00000101670	8.355702655031659e-05
ENSG00000165480	2.9957870445186894e-07
ENSG00000171056	0.131241610927833
ENSG00000106688	0.0012711667210719198
ENSG00000172007	0.902062769310016
ENSG00000184674	0.00166897825306788
ENSG00000101773	0.000108378971563585
ENSG00000138600	0.0470779338673946
ENSG00000184508	0.0718306276352796
ENSG00000124209	0.6851298478772729
ENSG00000147548	0.999999688469196
ENSG00000157734	0.00792254750515989
ENSG00000183653	0.395414271289592
ENSG00000185015	0.000339444426113696
ENSG00000156282	0.000147441730490406
ENSG00000173141	0.14992990900970402
ENSG00000254093	4.9427916851122e-09
ENSG00000156284	0.0576343766009805
ENSG00000188694	9.165566429675819e-06
ENSG00000167702	0.0013405788863557699
ENSG00000166965	1.62554312815351e-05
ENSG00000197683	0.0010066331061178
ENSG00000166794	0.0106515280164213
ENSG00000206107	1.0886381347351599e-05
ENSG00000186980	0.45499092443080297
ENSG00000182816	0.000843088326991207
ENSG00000145391	0.293260030580492
ENSG00000198390	0.007112706126971859
ENSG00000240432	0.000682837175576854
ENSG00000171044	0.9567767012415621
ENSG00000186971	0.0077412086854088
ENSG00000186970	0.00443716984404986
ENSG00000170006	0.000320382542979419
ENSG00000180776	0.0023300706687288198
ENSG00000184351	0.0410480789430577
ENSG00000186965	0.126076454825682
ENSG00000103932	5.01588405270387e-15
ENSG00000124164	0.739723829926661
ENSG00000244025	0.00440584340588175
ENSG00000186967	0.0238880027709709
ENSG00000101181	0.0006088571613692861
ENSG00000186977	0.00518271337885184
ENSG00000102057	0.447025940564966
ENSG00000186925	0.0203608220277465
ENSG00000244362	0.14123495896819002
ENSG00000169989	0.0019245047996710102
ENSG00000212938	0.5328569119916671
ENSG00000106686	1.92357114676295e-11
ENSG00000186930	0.16505521132520598
ENSG00000145348	3.2154815637914e-06
ENSG00000186924	0.12401787065041901
ENSG00000184724	0.00032117622964692404
ENSG00000099991	8.54365661226281e-08
ENSG00000244624	0.0232742114105319
ENSG00000088836	1.36725840636298e-08
ENSG00000184032	0.137405132942761
ENSG00000206190	0.6110134992377659
ENSG00000104643	0.21086614896984102
ENSG00000187026	0.250319144790592
ENSG00000165487	2.60205517637133e-13
ENSG00000187005	0.48552290192431397
ENSG00000183640	0.0205124822628118
ENSG00000164113	0.9749922866517919
ENSG00000182591	0.004268730374663379
ENSG00000206102	0.00748612331236648
ENSG00000198901	0.015975839505285
ENSG00000125354	0.948998031817981
ENSG00000164144	0.0037290232381240705
ENSG00000151615	0.18013332551426298
ENSG00000205808	0.8104025766612171
ENSG00000167315	0.0035080415350425
ENSG00000198768	0.0175592164085508
ENSG00000102678	0.9107159101134921
ENSG00000085871	0.0551505663366712
ENSG00000182378	1.56642202426473e-12
ENSG00000106993	0.935601045748761
ENSG00000099994	1.32605754184724e-10
ENSG00000169744	0.97606785748877
ENSG00000169118	0.9997153787651031
ENSG00000156299	0.9999320064693379
ENSG00000081014	0.979862099052625
ENSG00000102683	0.006370384176378661
ENSG00000101180	0.36688147770697205
ENSG00000119487	0.999736598475665
ENSG00000137473	1.57133321621439e-06
ENSG00000120251	0.9955094904534699
ENSG00000147853	5.632087444511229e-05
ENSG00000196782	0.32989504838315004
ENSG00000160973	0.0132911961348389
ENSG00000197465	0.00163909694496274
ENSG00000073067	0.0009809162819603369
ENSG00000167393	1.71421301526223e-09
ENSG00000259316	0.9932049610987909
ENSG00000166206	0.9970739602716591
ENSG00000183578	2.33259080551193e-06
ENSG00000068400	0.996933311471836
ENSG00000167306	5.423174768923799e-10
ENSG00000099998	1.3930323938336401e-05
ENSG00000137460	0.024454126798477
ENSG00000166803	0.12950456234745697
ENSG00000142168	0.44218872369881707
ENSG00000146540	0.00139620778717545
ENSG00000120158	0.948080583071813
ENSG00000184056	2.91337145537518e-09
ENSG00000160972	0.0476703373113261
ENSG00000153130	0.280616505811833
ENSG00000185960	0.7384576104292171
ENSG00000130703	0.50491184114321
ENSG00000179934	0.0176258189185473
ENSG00000151835	6.1462947887645e-12
ENSG00000140006	0.0001980885726453
ENSG00000164849	0.00279412642316597
ENSG00000250361	0.442245534937964
ENSG00000124222	0.235503144787157
ENSG00000126821	0.500345892791711
ENSG00000205755	0.0027802067039744698
ENSG00000144659	0.0682178285427916
ENSG00000109654	0.8942638564914259
ENSG00000088854	0.00600469217397855
ENSG00000132164	0.36494333006889096
ENSG00000164125	2.49581508305481e-06
ENSG00000134508	0.4450443942227779
ENSG00000168028	0.7518514258793159
ENSG00000156304	0.9999996933011691
ENSG00000177710	0.0274846347511103
ENSG00000127863	0.0198825133386579
ENSG00000109471	0.7847776368040671
ENSG00000184608	0.311268910075586
ENSG00000147099	0.922707724679457
ENSG00000100014	0.993395147293948
ENSG00000167081	0.592665483652486
ENSG00000100982	0.9999616156988651
ENSG00000154319	0.000192997889999534
ENSG00000137869	0.000559609707897891
ENSG00000133742	3.77366091172667e-05
ENSG00000164850	0.7254209786389441
ENSG00000151617	0.9860160883852119
ENSG00000096968	0.9690349268327031
ENSG00000122547	0.00265719814434564
ENSG00000027001	8.49063579888535e-07
ENSG00000121211	1.27812915374527e-05
ENSG00000103671	3.0419716835334703e-07
ENSG00000138684	0.502190579590147
ENSG00000178381	0.000389857167343114
ENSG00000136573	2.86165843035065e-07
ENSG00000128271	0.331624356227667
ENSG00000092445	0.7618225426826809
ENSG00000164124	7.82129795001937e-08
ENSG00000153132	2.8539583939315e-07
ENSG00000142149	0.9972710745322271
ENSG00000198026	0.00650300156857181
ENSG00000181004	3.9287477016744797e-07
ENSG00000205863	0.0400104739852192
ENSG00000170004	0.9999999955179709
ENSG00000198223	0.0018665762637505399
ENSG00000004660	0.0632390899315781
ENSG00000157103	0.999301879165817
ENSG00000120210	4.56932984256453e-05
ENSG00000180357	0.999945906955907
ENSG00000159055	0.0517219632264389
ENSG00000100024	1.85086913944901e-07
ENSG00000120211	2.0584591746198603e-05
ENSG00000130706	0.981917517015876
ENSG00000136574	0.8021554872057779
ENSG00000196814	0.622016653573598
ENSG00000186417	1.79271352388512e-11
ENSG00000172361	1.5987996365213001e-13
ENSG00000151552	0.0658164274641498
ENSG00000107014	5.044383251212971e-05
ENSG00000170262	0.0106384158711261
ENSG00000107018	0.000528756556393035
ENSG00000134490	7.762880535120609e-05
ENSG00000107020	8.35916111034872e-08
ENSG00000167701	2.84324204580575e-15
ENSG00000138867	0.0166878645052519
ENSG00000197037	0.21458939701939803
ENSG00000164168	0.0175950350566643
ENSG00000215440	1.80492173035865e-07
ENSG00000121210	0.9993901329603421
ENSG00000182957	0.528844213374764
ENSG00000108700	0.052901133609649
ENSG00000120217	0.004681602793324829
ENSG00000088812	0.999999975840269
ENSG00000164877	7.76189169980639e-17
ENSG00000136944	0.8227322700323599
ENSG00000163793	0.00397478941010456
ENSG00000163655	0.9939043057168759
ENSG00000170917	0.0007616619840626481
ENSG00000130538	0.7695964469376559
ENSG00000110958	0.871365849855667
ENSG00000165046	1.34235674967667e-10
ENSG00000198445	0.00183334326021415
ENSG00000006459	0.9986943801455501
ENSG00000100028	0.8778453120967309
ENSG00000197646	0.000429826390067904
ENSG00000172967	0.00085455981009688
ENSG00000129055	0.00134979464058177
ENSG00000185291	1.1037278681978202e-12
ENSG00000154328	2.1109958309942302e-09
ENSG00000185518	0.534784655278294
ENSG00000119715	0.542080991203377
ENSG00000166225	0.979070203401274
ENSG00000169155	0.8770419354406209
ENSG00000240654	0.169231075575943
ENSG00000165959	2.06352661935763e-07
ENSG00000182077	6.38190348669616e-11
ENSG00000173401	0.00366338494663925
ENSG00000056291	9.71482184173607e-06
ENSG00000179468	8.86431291599995e-05
ENSG00000215568	6.04411095952199e-06
ENSG00000092108	0.9915791938278341
ENSG00000205850	0.481334586798072
ENSG00000163728	4.4187148004601795e-06
ENSG00000225781	0.0764745296511436
ENSG00000087448	0.4387818236894289
ENSG00000159763	0.0055055964537849
ENSG00000179387	0.804445977851897
ENSG00000184361	2.9526511799975103e-05
ENSG00000177125	0.829622812482223
ENSG00000181374	0.0511332837068313
ENSG00000166979	0.32581489814304304
ENSG00000164169	7.840474268167239e-06
ENSG00000169100	0.0669196984002589
ENSG00000034533	3.39138941425054e-12
ENSG00000186297	0.951529195038544
ENSG00000102699	2.1334169928014698e-20
ENSG00000164879	4.68813817881995e-05
ENSG00000196639	0.00156116787120129
ENSG00000176463	0.7321716826916971
ENSG00000114405	1.59540116585515e-06
ENSG00000170180	0.0153129822194926
ENSG00000145375	4.6481428380417097e-10
ENSG00000068323	0.973742209543687
ENSG00000130702	0.9430379810278392
ENSG00000236398	5.30383482902454e-08
ENSG00000127399	0.00519555071411505
ENSG00000249581	0.000289450029462047
ENSG00000112304	3.42929947285046e-05
ENSG00000104093	0.999999999395933
ENSG00000159199	0.327525828609274
ENSG00000172421	0.000159092434528578
ENSG00000128802	0.0860071410894876
ENSG00000179674	2.57323247313565e-06
ENSG00000135519	0.9998899952348159
ENSG00000180304	0.8661530283844119
ENSG00000104267	0.10036992271972099
ENSG00000107623	0.30823442458406103
ENSG00000165097	0.8150879367367071
ENSG00000099246	0.955008594637843
ENSG00000174099	0.00702679578516966
ENSG00000163590	0.570549299339256
ENSG00000095564	0.999999999938298
ENSG00000087494	0.921296517827875
ENSG00000107036	0.804233369730465
ENSG00000188707	0.0029222621981805897
ENSG00000136697	0.0039602428583005
ENSG00000198879	0.9964077698663829
ENSG00000002549	0.00122013401187321
ENSG00000184992	0.125132504957692
ENSG00000106538	0.00295445312501597
ENSG00000169093	1.21964663235068e-05
ENSG00000177663	0.119417929909631
ENSG00000242220	0.0019136136392723698
ENSG00000167100	0.0202644303517086
ENSG00000240764	2.85043689391107e-05
ENSG00000135919	0.6430239193780649
ENSG00000177684	0.16270312946873902
ENSG00000152766	2.0318031296655803e-05
ENSG00000182923	8.502769072228008e-21
ENSG00000144026	7.046814648768941e-09
ENSG00000156140	1.7895345062741e-06
ENSG00000171509	3.06530424439522e-07
ENSG00000166831	0.323534851132986
ENSG00000107816	0.8754820958910179
ENSG00000164209	0.00117611684259399
ENSG00000136828	0.9998568805394159
ENSG00000100985	2.7876968574286603e-08
ENSG00000153266	0.902033503582519
ENSG00000180638	9.017343929301789e-14
ENSG00000204335	0.432721441198873
ENSG00000109424	4.52263871484388e-08
ENSG00000108819	0.9972869137405022
ENSG00000213639	0.997194974203565
ENSG00000206262	0.0934370542464938
ENSG00000167700	2.0161522992138703e-08
ENSG00000124562	0.7272617776538691
ENSG00000100031	0.6769747167057729
ENSG00000206260	0.0180799350653936
ENSG00000089127	0.0012392412898046099
ENSG00000197548	1.52666137074291e-05
ENSG00000118514	9.45631299959995e-06
ENSG00000174083	1.37502587799544e-15
ENSG00000154265	2.52772496034416e-15
ENSG00000112667	0.000716569937593186
ENSG00000165309	4.53373054750587e-08
ENSG00000263020	0.19607124449854502
ENSG00000082153	0.744805846771698
ENSG00000186074	4.96998888405705e-06
ENSG00000159079	0.000141358025835822
ENSG00000108702	0.0630408408804656
ENSG00000182256	0.993679844208636
ENSG00000138134	1.9349463474150897e-05
ENSG00000234769	0.472112531877142
ENSG00000240053	0.0008711935424609611
ENSG00000169398	0.9999929577868051
ENSG00000140451	7.57989172819851e-12
ENSG00000137462	9.229247643179559e-05
ENSG00000169255	0.24800652445618498
ENSG00000180316	0.00046520035086478496
ENSG00000091128	3.2102248720435395e-30
ENSG00000197322	0.000161803441056396
ENSG00000175110	6.39409151183266e-05
ENSG00000152822	0.989964591707789
ENSG00000006837	4.3289850249370203e-07
ENSG00000106258	5.21037691769514e-11
ENSG00000071205	1.2171106400062802e-10
ENSG00000196954	8.20826546130762e-07
ENSG00000175348	0.911174542861045
ENSG00000130522	0.560887373754993
ENSG00000108298	0.974448375215553
ENSG00000173338	6.4272612000749295e-06
ENSG00000181291	2.40150333216285e-05
ENSG00000211450	0.000781712087900896
ENSG00000135486	0.9666143884122059
ENSG00000164485	1.20924934270126e-09
ENSG00000182162	0.0128441170894152
ENSG00000145428	6.786257186635339e-10
ENSG00000075673	9.71336645553994e-10
ENSG00000075651	7.20704885136773e-16
ENSG00000144306	1.32015222635661e-06
ENSG00000163064	0.751931859883325
ENSG00000130520	0.667371394425323
ENSG00000255974	2.17794878373007e-06
ENSG00000181409	0.8067636522516141
ENSG00000105202	0.9844963562173531
ENSG00000181649	0.0242596618306058
ENSG00000196600	4.63017324509406e-13
ENSG00000178188	0.9568297095930369
ENSG00000081760	4.2456926056096e-12
ENSG00000120265	0.446383565895946
ENSG00000236624	0.143398568804261
ENSG00000132424	0.9990854873077529
ENSG00000089250	0.998694760625134
ENSG00000109436	0.876941194844605
ENSG00000197976	0.713632077782215
ENSG00000161980	0.324223634570766
ENSG00000240403	0.221236755494515
ENSG00000140557	0.512756894405073
ENSG00000159214	2.0110642091148503e-08
ENSG00000155324	1.5354658121779402e-07
ENSG00000124508	0.000150288420483044
ENSG00000099219	4.549969630902271e-05
ENSG00000221937	0.00249983201307608
ENSG00000243452	0.12393906367952699
ENSG00000161981	0.00747804113002767
ENSG00000108424	0.9999943275012461
ENSG00000164008	0.0070159264630759105
ENSG00000104983	2.1708836745853198e-05
ENSG00000112308	0.9465574242581409
ENSG00000173327	0.170283101085365
ENSG00000213185	0.0336499409548214
ENSG00000130517	0.00035336540799026404
ENSG00000138032	0.10962071082444601
ENSG00000143847	0.00151553282447576
ENSG00000035141	0.0014786167291425802
ENSG00000131236	0.585940925968321
ENSG00000104044	7.67937025845118e-12
ENSG00000169282	0.0665503434443176
ENSG00000128683	0.82254015260978
ENSG00000137757	8.10674722109889e-09
ENSG00000197448	1.1037235073042299e-09
ENSG00000147614	2.36746090830609e-08
ENSG00000196433	2.5752610120760396e-13
ENSG00000164627	1.03952440427845e-16
ENSG00000182771	0.9507961259869051
ENSG00000069998	2.1087854296890603e-08
ENSG00000130513	0.000282486503125805
ENSG00000214022	0.961996440962356
ENSG00000125861	0.00834571960566959
ENSG00000175352	2.34631014081811e-05
ENSG00000132763	5.2563302746179293e-14
ENSG00000141644	0.959615951476631
ENSG00000214642	0.0005388410571443879
ENSG00000187808	0.477013933457323
ENSG00000124140	0.999987272496915
ENSG00000203795	0.167839101766311
ENSG00000198918	0.6201835783824661
ENSG00000151923	0.9987907316583209
ENSG00000145423	0.0538845191822357
ENSG00000146426	0.124829516016011
ENSG00000203970	0.0332221914618416
ENSG00000104112	0.26752389316763897
ENSG00000164161	0.9846177937272209
ENSG00000163806	0.166884223990281
ENSG00000007384	3.6534557783793197e-06
ENSG00000136859	0.18225821668837902
ENSG00000189325	1.39401452747336e-13
ENSG00000131504	0.267109674008721
ENSG00000175489	0.943472206020923
ENSG00000168314	0.592010032536213
ENSG00000147613	1.74383885343745e-07
ENSG00000149742	3.61523813897635e-14
ENSG00000071054	0.999998979047087
ENSG00000008438	0.16720072107641198
ENSG00000159202	0.927558729836687
ENSG00000117450	1.43818422373501e-07
ENSG00000157800	7.1633846502858e-08
ENSG00000180872	4.672968568236629e-05
ENSG00000174775	0.00794104930284198
ENSG00000145740	0.230512231685005
ENSG00000178026	1.90288538061698e-11
ENSG00000027697	0.327969027338138
ENSG00000205531	0.9957310301154559
ENSG00000124019	0.00229940234451662
ENSG00000147144	0.6913113360635179
ENSG00000008197	0.9815869984921091
ENSG00000204869	0.00312950335672231
ENSG00000197136	0.48825980193433205
ENSG00000166226	0.9995010072135709
ENSG00000177868	0.21315488765054502
ENSG00000169084	0.006459550122009721
ENSG00000174788	1.2765672414005e-05
ENSG00000136689	0.34021894892704196
ENSG00000102977	5.77980161685066e-07
ENSG00000188624	0.00109378557531111
ENSG00000143971	0.975314596420393
ENSG00000159314	0.00125584382196987
ENSG00000198077	3.01470348763618e-10
ENSG00000149451	1.31263464951389e-11
ENSG00000197410	7.24816951158799e-28
ENSG00000054654	1.8533519422462e-11
ENSG00000071246	0.730608113503456
ENSG00000019169	6.41628014969988e-08
ENSG00000159082	0.21429514628350002
ENSG00000164308	3.1843737298120897e-22
ENSG00000118508	0.00877092275554058
ENSG00000214717	0.00183309311469201
ENSG00000163626	3.71187019873397e-05
ENSG00000257115	0.798398679764048
ENSG00000170153	0.0136897522513468
ENSG00000184571	9.86575487560156e-26
ENSG00000196531	0.0203382171134431
ENSG00000068831	0.995280465479902
ENSG00000258664	0.702840889380842
ENSG00000196517	0.0442530405880805
ENSG00000273452	0.866496618990957
ENSG00000164010	5.805528413316801e-05
ENSG00000171858	0.46553481920164
ENSG00000076944	7.76317734429722e-05
ENSG00000175356	1.4930424797098998e-13
ENSG00000140280	0.25664862370238894
ENSG00000108823	0.194446674101566
ENSG00000197223	0.365972886685355
ENSG00000141750	1.66040366548464e-05
ENSG00000164542	0.00114571990792928
ENSG00000101782	0.000146775088539085
ENSG00000155508	0.675125645478961
ENSG00000002586	0.21761289792797
ENSG00000124795	0.102359186951826
ENSG00000187778	0.0665356264871206
ENSG00000203827	0.0907606604548231
ENSG00000243279	0.65127647545626
ENSG00000188612	0.8505158838348741
ENSG00000096384	0.99529931563779
ENSG00000168004	0.000123369757946174
ENSG00000122180	0.740012060346863
ENSG00000132972	0.9999999865434099
ENSG00000117448	0.000107486413477255
ENSG00000138100	8.247078983229909e-07
ENSG00000163235	0.574368121554422
ENSG00000266202	0.0523363020899848
ENSG00000136895	0.0210868407044144
ENSG00000214285	0.0001000801288686
ENSG00000204228	0.7444979844213531
ENSG00000103152	4.2369499590323705e-09
ENSG00000146216	0.9973069629351
ENSG00000161328	0.000110646268059748
