	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	pLI	haplo	propOfExpressedAffectedByeQTL
37	ENSG00000166262	48.0	48	15	49619159	49913128	-1	2.74008557766254e-16	N	1.0
38	ENSG00000176136	3.0	11	18	13824154	13826861	1	0.00108831422696949	N	0.2727272727272727
39	ENSG00000185231	2.0	3	18	13882043	13915706	-1	0.0574474574260785	N	0.6666666666666666
40	ENSG00000103642	48.0	48	15	63413999	63434260	1	0.0026596120791923398	N	1.0
41	ENSG00000197299	11.0	48	15	91260558	91358859	1	4.1385967404089203e-11	N	0.22916666666666666
42	ENSG00000154719	48.0	48	21	26957968	26979829	-1	0.000718691512555642	N	1.0
43	ENSG00000175322	48.0	48	18	14057456	14132489	-1	8.85353913956773e-07	N	1.0
44	ENSG00000101160	48.0	48	20	57570240	57582302	-1	1.31534221236972e-09	N	1.0
45	ENSG00000022277	40.0	48	20	55043647	55093943	1	0.00393227636872296	N	0.8333333333333334
46	ENSG00000166145	27.0	48	15	41136216	41150405	1	0.00152362991906225	N	0.5625
47	ENSG00000088881	37.0	48	20	2673524	2740753	1	0.0780569989244377	N	0.7708333333333334
48	ENSG00000101162	36.0	48	20	57594309	57601709	1	7.16532359955701e-06	N	0.75
49	ENSG00000140285	40.0	40	15	49715293	49780972	1	0.874992687904998	N	1.0
50	ENSG00000101457	48.0	48	20	44420576	44440066	1	0.431436687799906	N	1.0
51	ENSG00000154721	24.0	48	21	27011584	27089874	1	0.148660697111206	N	0.5
52	ENSG00000124172	24.0	48	20	57600522	57607437	-1	0.0060568330836871	N	0.5
53	ENSG00000185088	48.0	48	15	63418071	63450220	-1	0.33585190187747704	N	1.0
54	ENSG00000206181	5.0	6	18	44558943	44561988	-1	1.8036755918873103e-08	N	0.8333333333333334
55	ENSG00000166128	23.0	48	15	63481668	63559981	1	0.0495152480226271	N	0.4791666666666667
56	ENSG00000175063	3.0	48	20	44441215	44445596	1	0.21875261627618106	N	0.0625
57	ENSG00000101166	48.0	48	20	57608200	57617964	-1	0.24136867864781	N	1.0
58	ENSG00000167220	47.0	48	18	44633774	44676891	-1	0.000427885483918572	N	0.9791666666666666
59	ENSG00000154723	28.0	48	21	27088815	27107984	-1	0.100188831785232	N	0.5833333333333334
60	ENSG00000171448	26.0	48	9	125677845	125693779	-1	0.0154751252760809	N	0.5416666666666666
61	ENSG00000124103	40.0	42	20	55092243	55101198	1	0.0316770454966637	N	0.9523809523809523
62	ENSG00000104047	47.0	48	15	49913177	49937333	1	1.4054382775954999e-05	N	0.9791666666666666
63	ENSG00000088882	45.0	48	20	2774715	2781283	-1	2.33840235512205e-11	N	0.9375
64	ENSG00000213714	47.0	48	20	55108302	55111576	1	0.0297206395001582	N	0.9791666666666666
65	ENSG00000104140	10.0	48	15	41164412	41166487	-1	0.5903119985111539	N	0.20833333333333334
66	ENSG00000140564	34.0	48	15	91411822	91426688	1	0.999933300929352	Y	0.7083333333333334
67	ENSG00000140157	48.0	48	15	23004684	23034427	-1	0.487193753650621	N	1.0
68	ENSG00000154727	7.0	48	21	27106881	27144771	1	0.973789161166602	Y	0.14583333333333334
69	ENSG00000087510	18.0	45	20	55204358	55214339	1	0.939950974403548	Y	0.4
70	ENSG00000124203	4.0	44	20	57766075	57834168	1	7.648816418775541e-09	N	0.09090909090909091
71	ENSG00000101470	16.0	48	20	44451853	44462384	-1	0.547150267315584	N	0.3333333333333333
72	ENSG00000104142	5.0	48	15	41186628	41196173	1	0.939243017183049	Y	0.10416666666666667
73	ENSG00000138613	47.0	48	15	63568217	63601325	1	0.000234972220416475	N	0.9791666666666666
74	ENSG00000011454	48.0	48	9	125703112	125867145	1	0.999999799770328	Y	1.0
75	ENSG00000134049	33.0	48	18	44681413	44702745	-1	0.0184346889412637	N	0.6875
76	ENSG00000124205	11.0	41	20	57875482	57901047	1	0.0723949084714923	N	0.2682926829268293
77	ENSG00000180777	24.0	24	18	14728271	14852737	1	1.4946934567636e-09	N	1.0
78	ENSG00000101144	26.0	44	20	55743804	55841685	-1	0.98128676800379	Y	0.5909090909090909
79	ENSG00000215474	2.0	5	18	44746293	44775554	-1	0.611171343025554	N	0.4
80	ENSG00000258713	5.0	6	20	2795633	2796479	1	0.00012291076136103702	N	0.8333333333333334
81	ENSG00000188394	3.0	42	9	125796806	125797975	1	0.0246511140506383	N	0.07142857142857142
82	ENSG00000172785	48.0	48	9	121041	188979	-1	0.642141452095713	N	1.0
83	ENSG00000132635	15.0	48	20	2815960	2821836	-1	0.0160267066093378	N	0.3125
84	ENSG00000175387	47.0	48	18	45357922	45457515	-1	0.988180754171779	Y	0.9791666666666666
85	ENSG00000104043	48.0	48	15	50150435	50475014	-1	2.4216439430567396e-27	N	1.0
86	ENSG00000165209	8.0	48	9	125871779	126030855	-1	0.999902421283963	Y	0.16666666666666666
87	ENSG00000182511	48.0	48	15	91426925	91439006	1	2.77390387287312e-05	N	1.0
88	ENSG00000170113	48.0	48	15	23043277	23100005	-1	0.21409749585235505	N	1.0
89	ENSG00000074410	31.0	48	15	63613577	63674360	-1	9.912959574923589e-09	N	0.6458333333333334
90	ENSG00000087495	17.0	46	20	58152564	58422766	1	0.9717132890023208	Y	0.3695652173913043
91	ENSG00000183784	42.0	42	9	213108	215893	-1	0.000775174366698502	N	1.0
92	ENSG00000067900	25.0	48	18	18526867	18691812	-1	0.999996548070552	Y	0.5208333333333334
93	ENSG00000128965	8.0	48	15	41245160	41248710	1	0.000276505596595412	N	0.16666666666666666
94	ENSG00000124104	48.0	48	20	44462449	44471914	1	0.0208140161677358	N	1.0
95	ENSG00000148204	17.0	36	9	126118449	126142603	1	3.46014603004443e-05	N	0.4722222222222222
96	ENSG00000101146	17.0	48	20	55926066	55954267	1	0.991169300003019	Y	0.3541666666666667
97	ENSG00000215305	48.0	48	20	2821349	2847378	1	2.2945811935557506e-05	N	1.0
98	ENSG00000153666	43.0	43	15	23255242	23268823	1	0.263870337812603	N	1.0
99	ENSG00000142192	17.0	48	21	27252861	27543446	-1	0.33171061716587896	N	0.3541666666666667
100	ENSG00000101473	45.0	48	20	44470360	44486045	-1	3.56850509972552e-05	N	0.9375
101	ENSG00000128908	4.0	48	15	41271078	41408552	-1	0.999999999807578	Y	0.08333333333333333
102	ENSG00000140284	43.0	45	15	50474393	50528592	1	2.58257558060631e-05	N	0.9555555555555556
103	ENSG00000198033	12.0	15	13	19747910	19755992	-1	0.00681759403629645	N	0.8
104	ENSG00000132819	20.0	48	20	55966463	55984389	1	0.859282996288302	N	0.4166666666666667
105	ENSG00000107099	48.0	48	9	214854	465259	1	0.00013543398043996	N	1.0
106	ENSG00000119522	46.0	48	9	126141933	126692431	-1	0.904475401385969	Y	0.9583333333333334
107	ENSG00000166265	44.0	47	21	27838528	27945603	-1	0.0344265894425975	N	0.9361702127659575
108	ENSG00000196074	18.0	48	20	58438618	58508710	-1	0.999993566714356	Y	0.375
109	ENSG00000140287	15.0	46	15	50534144	50558223	-1	0.514822964237295	N	0.32608695652173914
110	ENSG00000132958	39.0	41	13	19997017	20110903	-1	3.69447198098053e-08	N	0.9512195121951219
111	ENSG00000140455	47.0	48	15	63796793	63886839	1	0.984379976108001	Y	0.9791666666666666
112	ENSG00000184828	14.0	46	18	45553044	45937123	-1	0.9072214602377092	Y	0.30434782608695654
113	ENSG00000154734	12.0	48	21	28208066	28217728	-1	0.594872990656586	N	0.25
114	ENSG00000106689	1.0	29	9	126763949	126795580	1	0.9467896888670378	Y	0.034482758620689655
115	ENSG00000259455	3.0	3	15	23405069	23414193	-1	0.3985788516710921	N	1.0
116	ENSG00000154736	27.0	46	21	28290231	28338832	-1	0.118850233550657	N	0.5869565217391305
117	ENSG00000261739	4.0	4	15	23599895	23612378	1	0.00466261611098299	N	1.0
118	ENSG00000196199	48.0	48	13	20207788	20247599	1	0.930242309438753	Y	1.0
119	ENSG00000178997	5.0	10	15	41474923	41522941	-1	2.0333200373385999e-13	N	0.5
120	ENSG00000156239	48.0	48	21	30244513	30257693	-1	0.009871784675834359	N	1.0
121	ENSG00000196547	48.0	48	15	91445448	91465814	1	3.60787631910875e-09	N	1.0
122	ENSG00000121390	43.0	48	13	20248896	20357142	-1	0.9926070201195	Y	0.8958333333333334
123	ENSG00000174450	1.0	2	15	23684645	23692381	-1	8.97094503942648e-06	N	0.5
124	ENSG00000119408	25.0	48	9	127019885	127115586	1	0.644137660973949	N	0.5208333333333334
125	ENSG00000137090	1.0	3	9	841690	969090	1	0.683592810352089	N	0.3333333333333333
126	ENSG00000104064	7.0	48	15	50569389	50647605	-1	0.929888310247904	Y	0.14583333333333334
127	ENSG00000179455	1.0	45	15	23810454	23873064	1	0.0235775059313367	N	0.022222222222222223
128	ENSG00000134030	48.0	48	18	46065417	46389588	1	0.9827545804236372	Y	1.0
129	ENSG00000064218	20.0	26	9	976964	991731	1	0.00137345213214081	N	0.7692307692307693
130	ENSG00000132950	48.0	48	13	20397622	20437776	-1	0.200378134555614	N	1.0
131	ENSG00000128322	3.0	14	22	23915312	23922495	-1	0.0171677422605345	N	0.21428571428571427
132	ENSG00000198862	45.0	48	21	30300466	30365270	-1	0.832714009845553	N	0.9375
133	ENSG00000182636	46.0	48	15	23930565	23932450	-1	0.470364294438916	N	0.9583333333333334
134	ENSG00000136930	48.0	48	9	127115745	127177723	-1	0.941261762860495	Y	1.0
135	ENSG00000185823	20.0	21	15	24920541	24928593	1	0.273009365565849	N	0.9523809523809523
136	ENSG00000173253	37.0	41	9	1050354	1057552	1	0.46093942790113	N	0.9024390243902439
137	ENSG00000168612	25.0	48	20	44509866	44513905	1	8.441351773744879e-05	N	0.5208333333333334
138	ENSG00000187446	48.0	48	15	41523037	41574043	1	0.22812319182826504	N	1.0
139	ENSG00000149634	47.0	48	20	44515128	44516274	-1	0.000413851176082059	N	0.9791666666666666
140	ENSG00000124257	47.0	48	20	44517264	44519926	-1	0.00262021372533022	N	0.9791666666666666
141	ENSG00000180264	10.0	17	9	127213423	127239379	1	0.315055470944652	N	0.5882352941176471
142	ENSG00000104147	44.0	48	15	41601466	41624819	-1	1.53697409243863e-08	N	0.9166666666666666
143	ENSG00000189269	47.0	48	22	23950639	23974508	-1	4.7210621062555286e-07	N	0.9791666666666666
144	ENSG00000156253	48.0	48	21	30376705	30391699	-1	0.00017491703286545902	N	1.0
145	ENSG00000101665	43.0	48	18	46446223	46477081	-1	0.975695730781462	Y	0.8958333333333334
146	ENSG00000196227	4.0	48	20	58508819	58523735	1	0.0010813237416719	N	0.08333333333333333
147	ENSG00000132670	40.0	48	20	2844830	3019722	1	0.9999767435489528	Y	0.8333333333333334
148	ENSG00000132825	4.0	48	20	58511894	58515352	-1	0.0677652743829041	N	0.08333333333333333
149	ENSG00000128739	32.0	48	15	25068794	25223870	1	0.8482594508427859	N	0.6666666666666666
150	ENSG00000148200	13.0	48	9	127279554	127533589	-1	0.9923200280720408	Y	0.2708333333333333
151	ENSG00000124215	48.0	48	20	58533471	58609066	1	5.556350148333309e-23	N	1.0
152	ENSG00000159496	36.0	48	22	24030323	24041363	1	2.3292949756331796e-10	N	0.75
153	ENSG00000064601	37.0	48	20	44518783	44527459	1	4.23467972299143e-05	N	0.7708333333333334
154	ENSG00000185585	32.0	48	9	127539437	127577164	1	1.74427014386868e-05	N	0.6666666666666666
155	ENSG00000156256	9.0	48	21	30396950	30426809	1	0.00586486313268796	N	0.1875
156	ENSG00000141446	43.0	48	18	19109242	19180845	-1	0.998809460698957	Y	0.8958333333333334
157	ENSG00000121741	2.0	48	13	20532810	20665968	1	0.974459955902358	Y	0.041666666666666664
158	ENSG00000137804	36.0	48	15	41624892	41673248	1	0.00510251786113418	N	0.75
159	ENSG00000197361	48.0	48	15	63889552	63894627	1	0.000439659300268727	N	1.0
160	ENSG00000136918	22.0	28	9	127615755	127620160	1	0.000345295162872057	N	0.7857142857142857
161	ENSG00000080503	46.0	48	9	2015342	2193624	1	0.9999982635394872	Y	0.9583333333333334
162	ENSG00000136942	41.0	48	9	127620159	127624260	-1	0.527875068824637	N	0.8541666666666666
163	ENSG00000136950	48.0	48	9	127624409	127640003	1	0.775599153315343	N	1.0
164	ENSG00000176659	46.0	46	20	58630980	58648008	1	0.0552321459200376	N	1.0
165	ENSG00000187792	6.0	48	22	24083769	24093279	-1	0.168320381851445	N	0.125
166	ENSG00000167088	48.0	48	18	19192228	19210417	1	0.847045312877468	N	1.0
167	ENSG00000128218	45.0	45	22	24094930	24096655	-1	0.0161485671370314	N	1.0
168	ENSG00000138592	47.0	48	15	50716577	50793280	1	0.9999826285551868	Y	0.9791666666666666
169	ENSG00000179242	47.0	47	20	59827482	60515673	1	0.966988413982154	Y	1.0
170	ENSG00000136935	48.0	48	9	127640646	127710771	-1	0.00610739448233049	N	1.0
171	ENSG00000169314	20.0	32	22	24105208	24108048	1	0.0813466462823027	N	0.625
172	ENSG00000173281	18.0	48	8	8993765	9009084	-1	0.0229191412335762	N	0.375
173	ENSG00000103657	29.0	48	15	63900817	64126141	-1	0.999999999998371	Y	0.6041666666666666
174	ENSG00000158201	42.0	48	18	19230858	19284766	-1	1.3374147063221398e-06	N	0.875
175	ENSG00000250479	48.0	48	22	24108021	24110630	-1	0.00013241241486381202	N	1.0
176	ENSG00000124253	17.0	48	20	56136136	56141513	1	3.93284883371259e-08	N	0.3541666666666667
177	ENSG00000121743	18.0	23	13	20712394	20735188	-1	0.000279889069012082	N	0.782608695652174
178	ENSG00000141627	48.0	48	18	46570039	46987717	-1	5.18111501130597e-09	N	1.0
179	ENSG00000165474	44.0	48	13	20761609	20767037	-1	1.02863295453376e-11	N	0.9166666666666666
180	ENSG00000140553	46.0	48	15	91473410	91497323	1	9.493072483502212e-08	N	0.9583333333333334
181	ENSG00000099953	19.0	48	22	24110413	24126503	1	6.59354935689745e-05	N	0.3958333333333333
182	ENSG00000121742	15.0	46	13	20796110	20806534	-1	0.000189819676898347	N	0.32608695652173914
183	ENSG00000173611	48.0	48	9	127704887	127905785	-1	0.999445289317284	Y	1.0
184	ENSG00000156261	48.0	48	21	30428126	30446118	-1	0.982792760113934	Y	1.0
185	ENSG00000173273	14.0	48	8	9413424	9639856	1	0.777115954184058	N	0.2916666666666667
186	ENSG00000130699	32.0	48	20	60528525	60640866	-1	0.9994870856731328	Y	0.6666666666666666
187	ENSG00000147852	35.0	48	9	2621834	2660053	1	0.000865740605897974	N	0.7291666666666666
188	ENSG00000165475	48.0	48	13	20977806	21099996	-1	1.8675253883702696e-05	N	1.0
189	ENSG00000035664	33.0	48	15	64199235	64364232	-1	0.000134613269112973	N	0.6875
190	ENSG00000137806	47.0	48	15	41679551	41694717	-1	0.00389629034560786	N	0.9791666666666666
191	ENSG00000099956	48.0	48	22	24129150	24176703	1	0.996807633610163	Y	1.0
192	ENSG00000177576	48.0	48	18	47008028	47013622	-1	0.18275268888643	N	1.0
193	ENSG00000125787	9.0	44	20	3024268	3026393	1	0.000228749333342023	N	0.20454545454545456
194	ENSG00000119414	48.0	48	9	127908852	127952218	-1	0.988609353693385	Y	1.0
195	ENSG00000137815	24.0	48	15	41700606	41775761	1	0.9936377635343828	Y	0.5
196	ENSG00000101752	48.0	48	18	19284918	19450918	1	1.0007180499767502e-44	N	1.0
197	ENSG00000124256	9.0	47	20	56178902	56195632	-1	1.29679362994319e-10	N	0.19148936170212766
198	ENSG00000166797	13.0	48	15	64364758	64386217	-1	0.0134508962309797	N	0.2708333333333333
199	ENSG00000099958	44.0	48	22	24176690	24181315	-1	0.000238218108055327	N	0.9166666666666666
200	ENSG00000168263	42.0	45	9	2717502	2730037	1	6.271095991445881e-17	N	0.9333333333333333
201	ENSG00000125901	48.0	48	20	3026591	3028900	1	0.187857587540762	N	1.0
202	ENSG00000101405	15.0	43	20	3052266	3053163	1	0.6279574603316601	N	0.3488372093023256
203	ENSG00000149657	29.0	48	20	60697517	60710434	1	0.967227480386856	Y	0.6041666666666666
204	ENSG00000170236	5.0	31	15	50792759	50838905	-1	1.23258212279927e-14	N	0.16129032258064516
205	ENSG00000136933	48.0	48	9	127962821	127996437	1	4.19209227321727e-06	N	1.0
206	ENSG00000147535	41.0	48	8	38120648	38126761	-1	3.06881649960598e-07	N	0.8541666666666666
207	ENSG00000080608	45.0	48	9	2720469	2844241	-1	1.6622204624430505e-14	N	0.9375
208	ENSG00000032742	48.0	48	13	21140585	21265503	1	1.97189619737225e-08	N	1.0
209	ENSG00000044574	4.0	48	9	127997132	128003609	-1	0.8856888979940329	N	0.08333333333333333
210	ENSG00000156265	46.0	48	21	30449792	30548210	1	0.0022653891673035	N	0.9583333333333334
211	ENSG00000124225	35.0	48	20	56223448	56286592	-1	0.416594874357437	N	0.7291666666666666
212	ENSG00000175806	47.0	48	8	9911778	10286401	1	1.6997610030306102e-06	N	0.9791666666666666
213	ENSG00000172458	40.0	48	13	21276266	21297237	1	0.15881013510035502	N	0.8333333333333334
214	ENSG00000028528	48.0	48	15	64386322	64438289	1	0.939839944686599	Y	1.0
215	ENSG00000133460	48.0	48	22	24198890	24228496	1	5.45933694484048e-12	N	1.0
216	ENSG00000092439	25.0	48	15	50844670	50979012	-1	1.6555353762781493e-08	N	0.5208333333333334
217	ENSG00000169762	31.0	48	4	16162128	16229033	-1	0.563962464646747	N	0.6458333333333334
218	ENSG00000150456	48.0	48	13	21302870	21348097	-1	0.00099088008840384	N	1.0
219	ENSG00000265681	26.0	48	18	47014851	47018906	-1	0.494059426420399	N	0.5416666666666666
220	ENSG00000101182	7.0	48	20	60711791	60718496	-1	0.965751461122936	Y	0.14583333333333334
221	ENSG00000114062	33.0	48	15	25582381	25684128	-1	0.999576243958304	Y	0.6875
222	ENSG00000176731	20.0	48	8	86126311	86132650	-1	0.0427259485219979	N	0.4166666666666667
223	ENSG00000156273	48.0	48	21	30566392	31003071	1	0.01418640000584	N	1.0
224	ENSG00000080298	6.0	48	9	3218297	3526004	-1	0.9997732743841272	Y	0.125
225	ENSG00000100979	48.0	48	20	44527399	44540794	-1	0.000142042024392603	N	1.0
226	ENSG00000137825	17.0	48	15	41785591	41795747	1	0.821022368669755	N	0.3541666666666667
227	ENSG00000132953	48.0	48	13	21351469	21477187	-1	0.999999613279938	Y	1.0
228	ENSG00000185019	48.0	48	20	3088219	3140842	-1	0.00178682505370842	N	1.0
229	ENSG00000123908	47.0	48	8	141541264	141645718	-1	0.999992248962312	Y	0.9791666666666666
230	ENSG00000187954	37.0	48	8	145674965	145691060	-1	0.0538307875149217	N	0.7708333333333334
231	ENSG00000240972	47.0	48	22	24236191	24237414	1	0.0324842227823062	N	0.9791666666666666
232	ENSG00000215251	48.0	48	20	3127165	3140543	-1	3.4250816581256e-06	N	1.0
233	ENSG00000218537	48.0	48	22	24236613	24241117	-1	0.37757496797728	N	1.0
234	ENSG00000062524	36.0	48	15	41795836	41806085	-1	4.12009149040216e-21	N	0.75
235	ENSG00000133433	46.0	46	22	24299601	24303373	-1	0.5201534970857971	N	1.0
236	ENSG00000088899	46.0	48	20	3143263	3154192	-1	0.875742310525438	N	0.9583333333333334
237	ENSG00000212710	1.0	2	18	19993564	19997878	-1	2.09542255826793e-06	N	0.5
238	ENSG00000107249	15.0	47	9	3824127	4348392	-1	0.000100596771327456	N	0.3191489361702128
239	ENSG00000150457	16.0	48	13	21547171	21635686	-1	0.8692160043789581	N	0.3333333333333333
240	ENSG00000099974	46.0	48	22	24309089	24314721	1	0.41672757218518	N	0.9583333333333334
241	ENSG00000184647	17.0	17	8	10383056	10411676	1	1.2335690846367999e-08	N	1.0
242	ENSG00000198171	48.0	48	20	3170996	3185331	-1	0.000149759368683589	N	1.0
243	ENSG00000099977	48.0	48	22	24313554	24322660	-1	0.412925623752845	N	1.0
244	ENSG00000184402	48.0	48	20	60718822	60757540	1	0.812233116235997	N	1.0
245	ENSG00000150459	48.0	48	13	21714653	21723221	1	0.0457562409111712	N	1.0
246	ENSG00000145321	6.0	32	4	72607410	72669758	-1	5.77520038554047e-06	N	0.1875
247	ENSG00000099984	47.0	47	22	24322339	24326106	1	0.2267348291534	N	1.0
248	ENSG00000171060	3.0	5	8	10530147	10558103	1	1.01040579381024e-11	N	0.6
249	ENSG00000171189	14.0	46	21	30909254	31312351	-1	3.20558900258698e-05	N	0.30434782608695654
250	ENSG00000125877	48.0	48	20	3189514	3204516	1	8.97319725886936e-05	N	1.0
251	ENSG00000165219	47.0	48	9	128024073	128129486	1	0.9999998715948192	Y	0.9791666666666666
252	ENSG00000101670	31.0	47	18	47087069	47119272	1	8.355702655031659e-05	N	0.6595744680851063
253	ENSG00000165480	4.0	48	13	21727734	21750741	-1	2.9957870445186894e-07	N	0.08333333333333333
254	ENSG00000171056	34.0	48	8	10581278	10697357	-1	0.131241610927833	N	0.7083333333333334
255	ENSG00000106688	46.0	47	9	4490444	4587469	1	0.0012711667210719196	N	0.9787234042553191
256	ENSG00000172007	14.0	48	4	140374386	140397763	1	0.902062769310016	Y	0.2916666666666667
257	ENSG00000184674	48.0	48	22	24376133	24384680	-1	0.00166897825306788	N	1.0
258	ENSG00000101773	34.0	48	18	20378224	20606451	1	0.000108378971563585	N	0.7083333333333334
259	ENSG00000138600	48.0	48	15	50999506	51058005	-1	0.0470779338673946	N	1.0
260	ENSG00000184508	48.0	48	15	91474148	91475799	-1	0.0718306276352796	N	1.0
261	ENSG00000124209	47.0	48	20	56884752	56942563	1	0.6851298478772729	N	0.9791666666666666
262	ENSG00000147548	34.0	48	8	38127215	38239790	-1	0.999999688469196	Y	0.7083333333333334
263	ENSG00000157734	32.0	48	15	64443914	64449680	1	0.00792254750515989	N	0.6666666666666666
264	ENSG00000185015	48.0	48	8	86132816	86196302	1	0.000339444426113696	N	1.0
265	ENSG00000173141	47.0	48	13	21750784	21753223	1	0.14992990900970402	N	0.9791666666666666
266	ENSG00000254093	22.0	48	8	10622473	10697394	-1	4.9427916851122e-09	N	0.4583333333333333
267	ENSG00000156284	9.0	14	21	31586324	31588391	-1	0.0576343766009805	N	0.6428571428571429
268	ENSG00000167702	48.0	48	8	145691426	145699585	1	0.0013405788863557699	N	1.0
269	ENSG00000166965	48.0	48	15	91498100	91506349	1	1.62554312815351e-05	N	1.0
270	ENSG00000166794	28.0	48	15	64448011	64455404	-1	0.0106515280164213	N	0.5833333333333334
271	ENSG00000182816	2.0	6	21	31743709	31744557	-1	0.000843088326991207	N	0.3333333333333333
272	ENSG00000145391	21.0	48	4	140417095	140527853	-1	0.293260030580492	N	0.4375
273	ENSG00000171044	37.0	48	8	10753555	11058875	-1	0.956776701241562	Y	0.7708333333333334
274	ENSG00000170006	19.0	48	4	153539784	153601317	-1	0.000320382542979419	N	0.3958333333333333
275	ENSG00000180776	46.0	48	13	21950263	22033509	-1	0.0023300706687288198	N	0.9583333333333334
276	ENSG00000103932	48.0	48	15	41809374	41836467	-1	5.01588405270387e-15	N	1.0
277	ENSG00000124164	48.0	48	20	56964178	57026157	1	0.739723829926661	N	1.0
278	ENSG00000101181	48.0	48	20	60758085	60778624	1	0.0006088571613692862	N	1.0
279	ENSG00000169989	43.0	47	4	153690506	153700916	-1	0.0019245047996710105	N	0.9148936170212766
280	ENSG00000106686	48.0	48	9	4553386	4666674	-1	1.92357114676295e-11	N	1.0
281	ENSG00000145348	48.0	48	4	106962756	107242652	-1	3.2154815637914e-06	N	1.0
282	ENSG00000099991	48.0	48	22	24407642	24574596	1	8.54365661226281e-08	N	1.0
283	ENSG00000088836	48.0	48	20	3208063	3219836	-1	1.36725840636298e-08	N	1.0
284	ENSG00000206190	17.0	48	15	25922420	26110317	-1	0.6110134992377659	N	0.3541666666666667
285	ENSG00000104643	48.0	48	8	11141925	11185646	1	0.21086614896984104	N	1.0
286	ENSG00000165487	48.0	48	13	22066836	22178353	-1	2.60205517637133e-13	N	1.0
287	ENSG00000183640	1.0	2	21	32185016	32185570	-1	0.0205124822628118	N	0.5
288	ENSG00000198901	41.0	48	15	91509270	91538859	-1	0.015975839505285	N	0.8541666666666666
289	ENSG00000164144	48.0	48	4	153701089	153839615	1	0.003729023238124071	N	1.0
