chr	start	end	state	id	type	num_variants	num_samples	num_samples_multicounted	num_studies	variants	samples	studies	African	Asian	European	Mexican	Middle_East	Native_American	Oceania	South_American
chr12	130876408	130878741	CNV	CNVR233	Gain	2	2	0	2	nssv19772,essv57702	NA11993,NA07029	Perry2008,Conrad2009	0	0	2	0	0	0	0	0
chr12	131790209	131796991	CNV	CNVR234	Gain	93	89	4	4	essv35170,nssv21667,nssv21115,nssv23209,nssv20944,nssv20214,essv75480,essv65357,essv51432,essv52515,essv44516,nssv1645481,nssv1645482,nssv1645483,nssv1645484,nssv1645485,nssv1645486,nssv1645487,nssv1645488,nssv1645489,nssv1645490,nssv1645491,nssv1645492,nssv1645493,nssv1645494,nssv1645495,nssv1645496,nssv1645497,nssv1645498,nssv1645499,nssv1645500,nssv1645501,nssv1645502,nssv1645503,nssv1645504,nssv1645505,nssv1645506,nssv1645507,nssv1645508,nssv1645509,nssv1645510,nssv1645511,nssv1645512,nssv1645513,nssv1645514,nssv1645515,nssv1645516,nssv1645517,nssv1645518,nssv1645519,nssv1645520,nssv1645521,nssv1645522,nssv1645523,nssv1645524,nssv1645525,nssv1645526,nssv1645527,nssv1645528,nssv1645529,nssv1645530,nssv1645531,nssv1645532,nssv1645533,nssv1645534,nssv1645535,nssv1645536,nssv1645537,nssv1645538,nssv1645539,nssv1645540,nssv1645541,nssv1645542,nssv1645543,nssv1645544,nssv1645545,nssv1645546,nssv1645547,nssv1645548,nssv1645549,nssv1645550,nssv1645551,nssv1645552,nssv1645553,nssv1645554,nssv1645555,nssv1645556,nssv1645557,nssv1645558,nssv1645559,nssv1645560,nssv1645561,nssv1426067	NA18564,NA18980,NA18563,NA07357,NA10839,NA11830,NA12056,NA10830,NA18907,NA18562,NA19119,NA12707,NA18550,NA10847,NA07345,NA06985,NA18973,NA18972,NA18971,NA18970,NA18976,NA18975,NA18974,NA19202,NA19201,NA10859,NA18540,NA18968,NA18969,NA18960,NA18964,NA18965,NA18966,NA18967,NA12763,NA19007,NA10861,NA11992,NA11993,NA18951,NA18953,NA18952,NA07000,NA18959,NA19240,NA12751,NA12006,NA19099,NA18622,NA18620,NA18529,NA11994,NA18942,NA18943,NA18940,NA18947,NA18944,NA12740,NA12154,NA12812,NA18547,NA19152,NA18636,NA18637,NA19239,AK4,NA19120,NA19127,NA19129,NA11931,NA12489,NA07348,NA18611,NA18572,NA18571,NA12716,NA11881,NA18998,NA18990,NA18992,NA18994,NA18997,NA12414,NA18582,NA18503,NA18506,NA18504,NA18505,NA19100	McCarroll2008,Perry2008,Conrad2009,Park2010	16	47	30	0	0	0	0	0
chr12	133717202	133779425	CNV	CNVR235	Gain	6	5	1	3	essv65530,nssv1659621,nssv1659622,nssv1659623,nssv1659624,nssv1441450	NA18969,NA19240,NA19238,NA18913,NA18914	McCarroll2008,Park2010,Conrad2009	5	1	0	0	0	0	0	0
chr13	19031250	19032196	CNV	CNVR236	Gain	19	19	0	2	essv36208,essv33188,essv35070,essv38261,essv43837,essv48860,essv50382,essv53636,essv58345,essv60964,essv66174,essv68094,essv72546,essv81675,essv83741,essv3586744,essv44366,essv61558,essv54701	NA18858,NA19190,NA07037,NA18909,NA18907,NA18523,NA19240,NA19147,HuRef,NA18502,NA18517,NA12239,NA12489,NA19108,NA19099,NA19225,NA19257,NA18508,NA19114	Pang2010,Conrad2009	15	0	4	0	0	0	0	0
chr13	19194144	19203809	CNV	CNVR237	Gain	2	2	0	2	essv62752,nssv18911	NA15510,NA12872	Perry2008,Conrad2009	0	0	1	0	0	0	0	0
chr13	19316586	19381385	CNV	CNVR238	Gain	17	17	0	2	nssv26355,nssv21698,nssv24112,nssv24124,nssv24526,essv32350,essv56140,essv46434,essv62504,essv42703,essv47306,essv71492,essv73331,essv78172,essv50660,essv36582,essv57183	NA12156,NA12155,NA11894,NA11931,NA18909,NA15510,NA18916,NA19221,NA19147,NA18502,NA11993,NA19132,NA18861,NA18860,NA19129,NA06985,NA12776	Perry2008,Conrad2009	9	0	7	0	0	0	0	0
chr13	19454251	19463665	CNV	CNVR239	Gain	2	2	0	2	nssv23453,essv62532	NA19240,NA15510	Perry2008,Conrad2009	1	0	0	0	0	0	0	0
chr13	21534913	21543597	CNV	CNVR240	Gain	2	2	0	2	essv43157,nssv26416	NA19221,NA18909	Perry2008,Conrad2009	2	0	0	0	0	0	0	0
chr13	21727881	21729261	CNV	CNVR241	Gain	12	12	0	2	nssv1433139,nssv1430099,nssv1436132,nssv1440604,essv69170,nssv1424513,nssv1425268,nssv1426999,nssv1429520,nssv1429073,nssv1429346,essv63108	NA18564,NA18968,NA18566,NA18582,NA18972,NA15510,AK14,AK6,AK12,NA12044,NA18947,AK2	Park2010,Conrad2009	0	10	1	0	0	0	0	0
chr13	23096827	23106855	CNV	CNVR242	Gain	7	6	1	2	nssv1659628,nssv1659629,nssv1659630,nssv1659631,nssv1659632,nssv1659633,nssv1429545	NA12154,NA07022,NA07019,NA18947,NA12236,NA12875	McCarroll2008,Park2010	0	2	5	0	0	0	0	0
chr13	27048166	27053381	CNV	CNVR243	Gain	26	26	0	2	nssv18941,nssv19145,nssv19219,nssv19402,nssv19862,nssv20364,nssv20703,nssv20726,nssv20810,nssv20898,nssv21205,nssv21465,nssv21629,nssv21699,nssv21728,nssv21787,nssv22288,nssv23321,nssv23481,nssv24138,nssv24150,nssv24178,nssv24398,nssv24638,nssv26446,nssv1419618	NA18564,NA18980,NA19144,NA18942,NA11830,NA18860,NA12740,NA19132,NA18517,NA12872,NA19007,NA10847,NA18572,NA07029,NA18537,NA12155,NA19173,NA07048,NA18972,AK1,NA18853,NA18975,NA18502,NA18504,NA19221,NA19240	Perry2008,Kim2009	10	9	7	0	0	0	0	0
chr13	34135739	34144925	CNV	CNVR244	Gain	32	31	1	2	essv43959,essv45704,essv51634,essv60313,essv61691,essv64957,essv68767,essv74210,essv74773,essv78582,essv83970,essv36055,essv44549,essv52207,essv69955,essv72960,essv35079,essv53010,essv57632,essv58516,essv63401,essv64464,essv70392,essv79521,essv80912,essv47745,essv66551,nssv21689,nssv24190,nssv24204,essv33264,essv50460	NA12828,NA19225,NA18523,NA19147,NA12489,NA12156,NA18909,NA18907,NA12749,NA18517,NA11995,NA18508,NA19132,NA11931,NA19190,NA15510,NA19173,NA12044,NA07045,NA12239,NA18916,NA06985,NA19240,NA18858,NA12004,NA11993,NA12006,NA18502,NA19108,NA18861,NA19129	Perry2008,Conrad2009	18	0	13	0	0	0	0	0
chr13	35664609	35711933	CNV	CNVR245	Gain	8	8	0	2	essv48619,essv32804,essv47429,essv63499,essv65736,nssv1435370,nssv1429085,nssv1424516	NA18968,NA07037,NA18582,NA15510,NA19147,NA18942,NA18861,NA19240	Park2010,Conrad2009	3	3	1	0	0	0	0	0
chr13	39057318	39060221	CNV	CNVR246	Gain	28	28	0	2	nssv1419490,essv33997,essv38150,essv44790,essv45868,essv53296,essv54756,essv57267,essv80257,essv42539,essv47600,essv60673,essv61271,essv65436,essv68156,essv72441,essv73978,essv74302,essv83986,essv63482,essv41608,essv33520,essv58478,essv67061,essv70796,essv35503,essv76362,essv81642	NA12828,NA19225,NA18523,NA19147,NA12489,NA12156,NA18909,NA18907,NA19129,NA19257,NA19114,NA19190,NA15510,NA11993,NA12239,NA11995,NA18508,NA18858,NA12004,NA12414,NA18916,AK1,NA18502,NA19108,NA19099,NA18505,NA18861,NA19240	Kim2009,Conrad2009	18	1	8	0	0	0	0	0
chr13	39933627	39935533	CNV	CNVR247	Gain	9	9	0	2	essv46807,essv54961,nssv1421904,nssv1427004,essv43354,essv52810,essv67732,essv72911,essv78255	NA18858,NA18909,NA18547,AK6,NA18861,NA19099,NA19225,NA18508,NA06985	Park2010,Conrad2009	6	2	1	0	0	0	0	0
chr13	42236967	42241820	CNV	CNVR248	Gain	4	2	2	2	essv2394483,essv2398709,essv83363,essv38484	NA19257,NA19190	Durbin2010,Conrad2009	4	0	0	0	0	0	0	0
chr13	43597868	43609129	CNV	CNVR249	Gain	195	111	43	6	nssv1418603,essv49387,nssv1428593,nssv1441457,nssv1422117,nssv1425273,nssv1427005,nssv1433940,nssv1437712,nssv1440612,nssv1430873,essv5004553,essv5005057,essv5010483,essv5011216,essv5012368,essv5012637,essv5014239,essv5015112,essv5015500,essv5016896,essv5018612,essv5021326,essv5021691,essv5022872,essv5023235,essv5023351,essv5024322,essv5025798,essv5032143,essv5034262,essv5035105,essv5036339,essv5036672,essv5037553,essv5040592,essv5041692,essv5044651,essv5045301,essv5046980,essv5048056,essv5048303,essv5051910,essv5054330,essv5055139,essv5058238,essv5058961,essv5060292,essv5061043,essv5062620,essv5064047,essv5064068,essv5066961,essv5069663,essv5069807,essv5070245,essv5072459,essv5073073,essv5075389,essv5079238,essv5082257,essv5085249,essv5085515,essv5086345,essv5090809,essv5096296,essv5097755,essv5097990,essv5101412,essv5102121,essv5104238,essv5110813,essv5112679,essv5112905,essv5113408,essv5113642,essv5114453,essv5115092,essv5115656,essv5115848,essv5116703,essv5117052,essv5117209,essv5117602,essv5118071,essv5120215,essv5120777,essv5121036,essv5121619,essv5122472,essv5122741,essv5123486,essv5124195,essv5129636,essv5130913,essv5131063,essv5131097,essv5132919,essv5132942,essv5143107,essv5146947,essv5150397,essv5150461,essv5153930,essv5154526,essv5155999,essv5156081,essv5157993,essv5158195,essv5159293,nssv1422898,nssv1424520,nssv1426077,nssv1427795,nssv1429354,nssv1429594,nssv1432372,nssv1436136,nssv1645991,nssv1645992,nssv1645993,nssv1645994,nssv1645995,nssv1645996,nssv1645997,nssv1645998,nssv1645999,nssv1646000,nssv1646001,nssv1646002,nssv1646003,nssv1646004,nssv1646005,nssv1646006,nssv1646007,nssv1646008,nssv1646009,nssv1646010,nssv1646011,nssv1646012,nssv1646013,nssv1646014,nssv1646015,nssv1646016,nssv1646017,nssv1646018,nssv1646019,nssv1646020,nssv1646021,nssv1646022,nssv1646023,nssv1646024,nssv1646025,nssv1646026,nssv1646027,nssv1646028,nssv1646029,nssv1646030,nssv2789160,nssv2791260,nssv2791947,nssv2792028,nssv2792061,nssv2792071,nssv2792139,nssv2792168,nssv2792377,nssv2792541,nssv2792669,nssv2792713,nssv2792757,nssv2793114,nssv2793192,nssv2793279,nssv2793447,nssv2793482,nssv2793589,nssv2794945,nssv2795006,nssv2795064,nssv2795140,nssv2795942,nssv2795991,nssv2796969,nssv2797048,nssv2797283,nssv2797393,nssv2797490,nssv2797746,nssv2797939,nssv2798048,nssv2798054,nssv2798156,nssv2798163,nssv2798364	NA18564,NA18987,NA18566,NA18561,NA18981,NA19773,NA18670,NA17980,NA19686,NA19685,NA18106,NA18107,NA20348,NA18109,NA18552,NA19661,NA18558,AK12,AK10,NA17990,NA18973,NA18970,NA18976,NA18974,NA19075,NA19079,NA19078,NA19208,NA18548,NA19308,NA18546,AK20,NA18640,AK4,NA19782,NA18961,NA18966,NA18967,NA19063,NA19067,NA17983,NA19000,NA19003,NA19009,NA18952,NA18959,NA18158,NA18626,NA18156,NA18623,NA18622,NA18620,NA18529,NA18685,NA21339,NA18526,NA18943,NA18940,NA18946,NA18947,NA18945,NA18948,NA18949,NA18148,NA19088,NA19206,NA19080,NA18631,NA18144,NA18633,NA18128,NA18129,NA18120,NA19055,NA18143,AK8,NA19081,AK2,AK1,AK6,NA18147,NA18603,NA18605,NA19059,NA17975,NA19057,NA19759,NA18117,NA18616,NA18617,NA18599,NA18595,NA18594,NA18597,NA18619,NA19130,NA18517,AK16,NA18757,NA18519,NA19760,NA19763,NA19762,NA19197,NA18969,NA19199,NA18998,NA18154,NA18992,NA18997,NA18582	McCarroll2008,Kim2009,Campbell2011,Park2010,Conrad2009,Altshuler2010	20	166	0	9	0	0	0	0
chr13	49533373	49536855	CNV	CNVR250	Gain	19	19	0	2	essv34966,essv38637,essv45503,essv82565,essv44171,essv53898,essv3586815,essv74419,essv39787,essv47357,essv33558,essv51380,essv68154,essv72587,essv78448,essv49701,essv43389,essv60736,essv70052	NA18858,NA11931,NA19190,NA12004,NA18909,NA19225,NA18523,HuRef,NA19147,NA18502,NA18508,NA18517,NA12489,NA12044,NA18861,NA19257,NA12287,NA19129,NA06985	Pang2010,Conrad2009	12	0	7	0	0	0	0	0
chr13	50513047	50515499	CNV	CNVR251	Gain	41	41	0	3	essv55009,nssv1419415,essv46644,essv66136,essv42286,essv42617,essv66998,nssv1421929,nssv1428597,nssv1431583,nssv1433943,nssv1437714,nssv1427797,essv33353,essv34899,essv39328,essv44966,essv47854,essv49991,essv51082,essv53380,essv56560,essv57157,essv59330,essv60128,essv61904,essv64760,essv68765,essv72873,essv73883,essv74562,essv78253,essv78658,essv79865,essv84105,essv81554,essv48962,essv70253,essv69473,essv36501,essv62629	NA07037,NA12828,NA18547,NA18523,NA18526,NA12489,NA18949,NA12156,NA18909,NA12749,NA19129,NA18517,NA19225,NA12287,NA19114,NA11931,NA19190,NA11894,AK18,NA15510,AK10,NA11993,NA07045,NA12239,NA19147,NA11995,NA12044,NA06985,NA19240,NA18858,AK8,NA12004,NA18916,AK1,NA18502,NA19108,NA19099,NA18505,NA18861,NA18508,NA12776	Kim2009,Conrad2009,Park2010	17	7	16	0	0	0	0	0
chr13	51069336	51075130	CNV	CNVR252	Gain	19	18	1	2	essv49685,essv35846,essv53527,essv61046,essv66558,essv69898,essv74733,essv78709,essv83215,essv46788,essv80781,essv41113,essv72920,essv76052,essv32537,essv38421,essv3587020,essv3586132,essv39173	NA19225,NA19190,NA12004,NA12414,NA12828,NA18907,NA12749,HuRef,NA19147,NA12044,NA18517,NA12239,NA18861,NA18505,NA11995,NA18508,NA12287,NA19257	Pang2010,Conrad2009	9	0	10	0	0	0	0	0
chr13	52858792	52890010	CNV	CNVR253	Gain	492	488	4	2	nssv1659640,nssv1659641,nssv1659642,nssv1659643,nssv2788515,nssv2788523,nssv2788543,nssv2788560,nssv2788561,nssv2788598,nssv2788648,nssv2788651,nssv2788658,nssv2788747,nssv2788785,nssv2788791,nssv2788839,nssv2788848,nssv2788858,nssv2788859,nssv2788882,nssv2788888,nssv2788892,nssv2788896,nssv2788897,nssv2788945,nssv2788969,nssv2789002,nssv2789011,nssv2789030,nssv2789048,nssv2789086,nssv2789099,nssv2789126,nssv2789146,nssv2789167,nssv2789170,nssv2789179,nssv2789196,nssv2789197,nssv2789208,nssv2789218,nssv2789271,nssv2789309,nssv2789318,nssv2789396,nssv2789429,nssv2789479,nssv2789509,nssv2789519,nssv2789549,nssv2789583,nssv2789621,nssv2789635,nssv2789640,nssv2789644,nssv2789653,nssv2789673,nssv2789680,nssv2789730,nssv2789731,nssv2789788,nssv2789838,nssv2789898,nssv2789909,nssv2789929,nssv2789944,nssv2789966,nssv2789981,nssv2790043,nssv2790051,nssv2790052,nssv2790069,nssv2790075,nssv2790098,nssv2790142,nssv2790143,nssv2790144,nssv2790152,nssv2790181,nssv2790209,nssv2790210,nssv2790211,nssv2790261,nssv2790262,nssv2790268,nssv2790292,nssv2790298,nssv2790299,nssv2790335,nssv2790363,nssv2790386,nssv2790397,nssv2790403,nssv2790449,nssv2790491,nssv2790500,nssv2790519,nssv2790523,nssv2790529,nssv2790537,nssv2790542,nssv2790555,nssv2790591,nssv2790605,nssv2790620,nssv2790622,nssv2790654,nssv2790706,nssv2790707,nssv2790717,nssv2790745,nssv2790773,nssv2790811,nssv2790818,nssv2790819,nssv2790830,nssv2790875,nssv2790905,nssv2790972,nssv2791032,nssv2791043,nssv2791074,nssv2791101,nssv2791102,nssv2791174,nssv2791184,nssv2791190,nssv2791241,nssv2791242,nssv2791287,nssv2791301,nssv2791307,nssv2791317,nssv2791320,nssv2791344,nssv2791359,nssv2791365,nssv2791458,nssv2791469,nssv2791495,nssv2791501,nssv2791520,nssv2791535,nssv2791545,nssv2791603,nssv2791621,nssv2791622,nssv2791689,nssv2791788,nssv2791801,nssv2791827,nssv2791832,nssv2791841,nssv2791848,nssv2791898,nssv2791899,nssv2791917,nssv2791938,nssv2791987,nssv2791988,nssv2792005,nssv2792016,nssv2792027,nssv2792040,nssv2792073,nssv2792090,nssv2792119,nssv2792124,nssv2792185,nssv2792190,nssv2792203,nssv2792206,nssv2792207,nssv2792227,nssv2792274,nssv2792332,nssv2792342,nssv2792353,nssv2792387,nssv2792405,nssv2792406,nssv2792500,nssv2792508,nssv2792560,nssv2792561,nssv2792570,nssv2792571,nssv2792585,nssv2792653,nssv2792666,nssv2792683,nssv2792698,nssv2792717,nssv2792766,nssv2792772,nssv2792784,nssv2792808,nssv2792809,nssv2792881,nssv2792883,nssv2792884,nssv2792918,nssv2792932,nssv2792957,nssv2792995,nssv2792999,nssv2793011,nssv2793032,nssv2793036,nssv2793038,nssv2793090,nssv2793137,nssv2793143,nssv2793155,nssv2793172,nssv2793215,nssv2793227,nssv2793236,nssv2793266,nssv2793273,nssv2793308,nssv2793315,nssv2793354,nssv2793420,nssv2793433,nssv2793450,nssv2793458,nssv2793490,nssv2793534,nssv2793538,nssv2793605,nssv2793610,nssv2793617,nssv2793618,nssv2793624,nssv2793630,nssv2793680,nssv2793718,nssv2793745,nssv2793746,nssv2793756,nssv2793772,nssv2793817,nssv2793827,nssv2793837,nssv2793842,nssv2793881,nssv2793882,nssv2793894,nssv2793899,nssv2793911,nssv2793928,nssv2793968,nssv2794002,nssv2794031,nssv2794048,nssv2794049,nssv2794069,nssv2794081,nssv2794100,nssv2794109,nssv2794110,nssv2794131,nssv2794138,nssv2794153,nssv2794164,nssv2794184,nssv2794185,nssv2794186,nssv2794202,nssv2794213,nssv2794220,nssv2794230,nssv2794231,nssv2794346,nssv2794356,nssv2794363,nssv2794393,nssv2794399,nssv2794441,nssv2794447,nssv2794451,nssv2794477,nssv2794489,nssv2794490,nssv2794515,nssv2794582,nssv2794593,nssv2794618,nssv2794626,nssv2794646,nssv2794662,nssv2794672,nssv2794718,nssv2794728,nssv2794754,nssv2794769,nssv2794782,nssv2794790,nssv2794805,nssv2794809,nssv2794845,nssv2794851,nssv2794864,nssv2794878,nssv2794910,nssv2794911,nssv2794936,nssv2794939,nssv2794956,nssv2794989,nssv2795009,nssv2795010,nssv2795011,nssv2795040,nssv2795120,nssv2795121,nssv2795150,nssv2795168,nssv2795194,nssv2795195,nssv2795196,nssv2795216,nssv2795225,nssv2795250,nssv2795283,nssv2795311,nssv2795317,nssv2795342,nssv2795353,nssv2795364,nssv2795375,nssv2795419,nssv2795424,nssv2795449,nssv2795474,nssv2795481,nssv2795534,nssv2795538,nssv2795574,nssv2795579,nssv2795631,nssv2795646,nssv2795647,nssv2795661,nssv2795675,nssv2795702,nssv2795745,nssv2795746,nssv2795778,nssv2795779,nssv2795789,nssv2795799,nssv2795803,nssv2795829,nssv2795854,nssv2795861,nssv2795888,nssv2795917,nssv2795930,nssv2795945,nssv2795953,nssv2795969,nssv2795972,nssv2796022,nssv2796029,nssv2796064,nssv2796088,nssv2796103,nssv2796126,nssv2796155,nssv2796189,nssv2796225,nssv2796291,nssv2796311,nssv2796314,nssv2796334,nssv2796352,nssv2796370,nssv2796389,nssv2796431,nssv2796444,nssv2796453,nssv2796454,nssv2796464,nssv2796474,nssv2796475,nssv2796480,nssv2796497,nssv2796499,nssv2796505,nssv2796511,nssv2796581,nssv2796588,nssv2796594,nssv2796609,nssv2796633,nssv2796666,nssv2796678,nssv2796688,nssv2796698,nssv2796777,nssv2796778,nssv2796784,nssv2796791,nssv2796825,nssv2796851,nssv2796860,nssv2796938,nssv2796981,nssv2797004,nssv2797005,nssv2797035,nssv2797045,nssv2797050,nssv2797059,nssv2797074,nssv2797083,nssv2797103,nssv2797104,nssv2797118,nssv2797128,nssv2797129,nssv2797140,nssv2797143,nssv2797144,nssv2797148,nssv2797162,nssv2797170,nssv2797181,nssv2797182,nssv2797216,nssv2797240,nssv2797286,nssv2797354,nssv2797380,nssv2797387,nssv2797397,nssv2797434,nssv2797474,nssv2797478,nssv2797505,nssv2797522,nssv2797526,nssv2797567,nssv2797572,nssv2797584,nssv2797585,nssv2797592,nssv2797642,nssv2797643,nssv2797677,nssv2797695,nssv2797719,nssv2797732,nssv2797754,nssv2797760,nssv2797773,nssv2797815,nssv2797816,nssv2797820,nssv2797858,nssv2797879,nssv2797893,nssv2797907,nssv2797915,nssv2797919,nssv2797948,nssv2797949,nssv2797975,nssv2797982,nssv2798043,nssv2798072,nssv2798082,nssv2798093,nssv2798105,nssv2798110,nssv2798118,nssv2798169,nssv2798183,nssv2798187,nssv2798222,nssv2798244,nssv2798268,nssv2798274,nssv2798317,nssv2798353,nssv2798359,nssv2798360,nssv2798447,nssv2798483	NA07357,NA12056,NA12058,NA18633,NA18980,NA18981,NA12708,NA10843,NA18550,NA18552,NA10847,NA18859,NA10845,NA18558,NA06989,NA11829,NA06985,NA06984,NA06986,NA18487,NA18486,NA18485,NA18484,NA18489,NA18488,NA12801,NA12802,NA21648,NA11918,NA11919,NA11917,NA18956,NA18953,NA18952,NA12892,NA12890,NA12891,NA21490,NA21493,NA21494,NA21454,NA19184,NA12740,NA12748,NA12749,NA21425,NA19154,NA21388,NA21389,NA21423,NA19151,NA21384,NA19257,NA19256,NA21381,NA21382,NA21383,NA12144,NA12145,NA12146,NA18609,NA18608,NA18603,NA18605,NA07031,NA07037,NA07034,NA10840,NA12329,NA18555,NA10846,NA19174,NA18517,NA18516,NA18511,NA18510,NA18519,NA18518,NA21400,NA18999,NA18998,NA18991,NA18990,NA19173,NA18995,NA18994,NA18997,NA07048,NA21614,NA21615,NA21599,NA12399,NA12843,NA12842,NA11920,NA21478,NA21479,NA21476,NA21477,NA21475,NA19161,NA19160,NA18867,NA18861,NA18860,NA18863,NA18862,NA18869,NA18868,NA18908,NA18909,NA18907,NA19118,NA19119,NA19113,NA19116,NA19117,NA19114,NA19115,NA07348,NA07349,NA07346,NA07347,NA19206,NA19207,NA19204,NA19205,NA19202,NA19200,NA19201,NA12777,NA12776,NA12775,NA19209,NA10850,NA10851,NA06994,NA06995,NA19012,NA10856,NA10857,NA18547,NA18545,NA18542,NA18497,NA18498,NA18499,NA07000,NA21717,NA21716,NA19152,NA21718,NA18942,NA18940,NA18947,NA18945,NA18948,NA18949,NA18992,NA12817,NA12814,NA12815,NA12812,NA12813,NA12818,NA21447,NA21442,NA21441,NA21440,NA19237,NA19236,NA19235,NA18935,NA18934,NA18933,NA18930,NA19123,NA19122,NA19248,NA19249,NA19127,NA18564,NA19240,NA19128,NA19247,NA11894,NA11893,NA11892,NA18612,NA19239,NA18611,NA18594,NA18593,NA18592,NA18577,NA18576,NA07435,NA18573,NA18572,NA18571,NA18570,NA19258,NA18579,NA18503,NA18500,NA18501,NA18506,NA18507,NA18504,NA18508,NA18509,NA18987,NA12829,NA12828,NA12827,NA07055,NA07056,NA07051,NA12546,NA12383,NA12386,NA10830,NA21583,NA21580,NA21581,NA12264,NA19159,NA21361,NA11930,NA19178,NA19179,NA21403,NA19175,NA21401,NA19177,NA19171,NA19172,NA21404,NA18872,NA18873,NA18870,NA18871,NA18874,NA18875,NA18978,NA18973,NA18972,NA18971,NA18970,NA18975,NA18974,NA21317,NA21316,NA21313,NA21312,NA21310,NA10831,NA19121,NA21362,NA21363,NA21360,NA19120,NA21366,NA21365,NA12760,NA12761,NA12763,NA12766,NA12767,NA19005,NA19007,NA19000,NA19003,NA10864,NA18537,NA10860,NA10863,NA11840,NA11843,NA19129,NA21439,NA12005,NA12004,NA19099,NA19098,NA19097,NA19096,NA19095,NA19094,NA19093,NA19092,NA18621,NA18620,NA12347,NA12344,NA12343,NA12340,NA12341,NA07014,NA12348,NA18959,NA18532,NA21686,NA21522,NA21523,NA21524,NA21525,NA21526,NA12864,NA21634,NA21635,NA21636,NA19185,NA21455,NA21359,NA19186,NA19181,NA19180,NA19183,NA19182,NA19224,NA19225,NA19189,NA19221,NA19222,NA19223,NA18924,NA18925,NA12400,NA18923,NA21438,NA19130,NA19131,NA19132,NA19137,NA19138,NA11881,NA11882,NA12045,NA12044,NA12043,NA18624,NA18582,NA18622,NA12717,NA12716,NA12718,NA10836,NA10837,NA18566,NA10835,NA18562,NA18563,NA10838,NA10839,NA11831,NA11830,NA11832,NA11839,NA12830,NA12832,NA21601,NA12274,NA12275,NA12272,NA12273,NA07019,NA12376,NA12375,NA19149,NA19148,NA19141,NA19140,NA19143,NA19142,NA19145,NA19144,NA19147,NA19146,NA12889,NA18968,NA18969,NA21480,NA21487,NA21486,NA21485,NA18960,NA18961,NA21489,NA21488,NA18964,NA18965,NA18966,NA18967,NA12778,NA12283,NA12282,NA12287,NA12286,NA21307,NA21453,NA21301,NA21302,NA21303,NA21309,NA11992,NA11993,NA11994,NA11995,NA12751,NA12750,NA12753,NA12752,NA19208,NA21399,NA21391,NA21390,NA18522,NA18523,NA18524,NA10852,NA06993,NA12156,NA12155,NA12154,NA06991,NA10859,NA18635,NA18636,NA18637,NA18632,NA19153,NA19150,NA07022,NA12239,NA12336,NA12335,NA12236,NA21386,NA12234,NA21387,NA12414,NA10855,NA19252,NA12489,NA12485,NA12249,NA12248,NA21608,NA12872,NA12873,NA12874,NA12875,NA12877,NA12878,NA21600,NA19192,NA19193,NA19190,NA19191,NA19197,NA19194,NA19211,NA19210,NA19198,NA19199,NA21344,NA19214,NA18911,NA18910,NA18917,NA18916,NA18852,NA18853,NA18854,NA18855,NA18856,NA18857,NA21514,NA19109,NA19108,NA21513,NA21512,NA19107,NA19101,NA19100,NA19103,NA19102	McCarroll2008,Campbell2011	249	81	162	0	0	0	0	0
chr13	57687658	57752415	CNV	CNVR254	Gain	46	43	3	4	nssv19492,nssv1435376,essv73798,nssv1421047,nssv1428599,nssv1429162,nssv1430110,nssv1430879,nssv1431585,essv78514,essv57921,essv33164,essv65979,essv67680,essv75138,essv79307,essv52787,essv50209,essv54351,essv80336,nssv18730,nssv20900,nssv21818,nssv21877,nssv22348,nssv23407,nssv23565,nssv24216,nssv24256,nssv24502,nssv26488,essv56650,essv48032,essv38090,essv64002,essv39667,essv61943,essv36808,essv44554,essv42513,essv60814,essv83597,essv42896,essv69731,essv70318,essv52287	NA10851,NA18523,NA12802,NA19144,NA19147,NA18942,NA11830,NA18861,NA18968,NA12156,NA12155,NA18909,NA12749,NA19132,NA18916,NA18517,NA19257,NA12287,NA19190,NA11894,NA18504,AK18,AK16,AK14,AK10,NA11993,NA07045,NA12239,NA11995,NA06985,NA19240,NA18858,NA12004,NA12044,NA18972,NA18853,NA19099,NA18505,NA19221,NA12489,NA18508,NA12776,NA12006	Ju2010,Perry2008,Conrad2009,Park2010	20	8	18	0	0	0	0	0
